BillNumber,ChapterNumber,CrossfileBillNumber,SponsorPrimary,Sponsors,Synopsis,Title,Status,CommitteePrimaryOrigin,CommitteeSecondaryOrigin,CommitteePrimaryOpposite,CommitteeSecondaryOpposite,FirstReadingDateHouseOfOrigin,HearingDateTimePrimaryHouseOfOrigin,HearingDateTimeSecondaryHouseOfOrigin,ReportDateHouseOfOrigin,ReportActionHouseOfOrigin,SecondReadingDateHouseOfOrigin,SecondReadingActionHouseOfOrigin,ThirdReadingDateHouseOfOrigin,ThirdReadingActionHouseOfOrigin,FirstReadingDateOppositeHouse,HearingDateTimePrimaryOppositeHouse,HearingDateTimeSecondaryOppositeHouse,ReportDateOppositeHouse,ReportActionOppositeHouse,SecondReadingDateOppositeHouse,SecondReadingActionOppositeHouse,ThirdReadingDateOppositeHouse,ThirdReadingActionOppositeHouse,InteractionBetweenChambers,PassedByMGA,EmergencyBill,ConstitutionalAmendment,BroadSubjects,NarrowSubjects,BillType,BillVersion,Statutes,YearAndSession,StatusCurrentAsOf
HB1073,CH0645,,Montgomery County Delegation,[{'Name': 'Montgomery County Delegation'}],Authorizing the Montgomery County Board of License Commissioners to fulfill a specified notice requirement by posting online a completed application for an alcoholic beverages license at least 14 days before the hearing date.,Montgomery County - Alcoholic Beverages - License Applications - Online Notice MC 5-16,Approved by the Governor - Chapter 645,Economic Matters,,"Education, Health, and Environmental Affairs",,2016-02-11,2016-02-22T13:00:00,,2016-03-08,Favorable,2016-03-09,Passed,2016-03-11,Passed,2016-03-14,2016-04-01T13:00:00,,2016-04-07,Favorable,2016-04-01,Passed,2016-04-03,Passed,Returned Passed,True,False,False,"[{'Code': 'a2', 'Name': 'Alcoholic Beverages - Local Bills'}]","[{'Code': 'alcohobl', 'Name': 'Alcoholic Beverages Licenses'}, {'Code': 'alcohobs', 'Name': 'Alcoholic Beverages - By Subdivision'}, {'Code': 'electrg', 'Name': 'Electronic Government'}, {'Code': 'forms', 'Name': 'Forms'}, {'Code': 'hearings', 'Name': 'Hearings'}, {'Code': 'licenscb', 'Name': 'License Commissioners, Boards of'}, {'Code': 'montgoc', 'Name': 'Montgomery County'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'publici', 'Name': 'Public Information'}]",Regular,T,"[{'Article': {'Code': 'gab', 'Title': 'Alcoholic Beverages'}, 'Sections': [{'Section': '25-1506'}, {'Section': '4-208'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB1074,CH0294,,Montgomery County Delegation,[{'Name': 'Montgomery County Delegation'}],"Authorizing the Board of License Commissioners for Montgomery County to issue, renew, and transfer and otherwise provide a maximum of two  alcoholic beverages licenses for use in the town of Laytonsville under specified conditions; and specifying that the licenses may be any combination of Class B (on-sale) beer, wine, and liquor licenses and Class H (on-sale) beer and light wine, hotel and restaurant licenses.",Montgomery County - Laytonsville - Alcoholic Beverages Licenses MC 22-16,Approved by the Governor - Chapter 294,Economic Matters,,"Education, Health, and Environmental Affairs",,2016-02-11,2016-02-22T13:00:00,,2016-03-08,Favorable,2016-03-09,Passed,2016-03-11,Passed,2016-03-14,2016-04-01T13:00:00,,2016-04-07,Favorable,2016-04-01,Passed,2016-04-03,Passed,Returned Passed,True,True,False,"[{'Code': 'a2', 'Name': 'Alcoholic Beverages - Local Bills'}]","[{'Code': 'alcohobl', 'Name': 'Alcoholic Beverages Licenses'}, {'Code': 'alcohobs', 'Name': 'Alcoholic Beverages - By Subdivision'}, {'Code': 'emergeb', 'Name': 'Emergency Bills'}, {'Code': 'hotelsm', 'Name': 'Hotels and Motels'}, {'Code': 'licenscb', 'Name': 'License Commissioners, Boards of'}, {'Code': 'montgoc', 'Name': 'Montgomery County'}, {'Code': 'restaurants', 'Name': 'Restaurants'}]",Regular,T,"[{'Article': {'Code': 'g2b', 'Title': 'Alcoholic Beverages'}, 'Sections': [{'Section': '8-216'}]}, {'Article': {'Code': 'gab', 'Title': 'Alcoholic Beverages'}, 'Sections': [{'Section': '25-1605'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB1076,CH0646,,Montgomery County Delegation,[{'Name': 'Montgomery County Delegation'}],"Creating in Montgomery County a sports stadium license; authorizing the Board of License Commissioners to issue the license to three individuals serving on the Board of Director for a corporation, partnership, or limited liability company that operates a stadium;  requiring that there be a minimum capital investment of $2,000,000 in the stadium and that the stadium serves as a professional sports venue and has a seating capacity of 2,000 persons; authorizing the sale of beer and wine for on-premises consumption; etc.",Montgomery County - Alcoholic Beverages - Sports Stadium License MC 19-16,Approved by the Governor - Chapter 646,Economic Matters,,"Education, Health, and Environmental Affairs",,2016-02-11,2016-02-22T13:00:00,,2016-03-08,Favorable,2016-03-09,Passed,2016-03-11,Passed,2016-03-14,2016-04-01T13:00:00,,2016-04-07,Favorable,2016-04-01,Passed,2016-04-03,Passed,Returned Passed,True,False,False,"[{'Code': 'a2', 'Name': 'Alcoholic Beverages - Local Bills'}]","[{'Code': 'alcohobl', 'Name': 'Alcoholic Beverages Licenses'}, {'Code': 'alcohobs', 'Name': 'Alcoholic Beverages - By Subdivision'}, {'Code': 'corporations', 'Name': 'Corporations -see also- Municipal Corps; Public Corps & Inst'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes; Reimb Rates""}, {'Code': 'firep', 'Name': 'Fire Protection'}, {'Code': 'licenscb', 'Name': 'License Commissioners, Boards of'}, {'Code': 'montgoc', 'Name': 'Montgomery County'}, {'Code': 'partnerships', 'Name': 'Partnerships'}, {'Code': 'safety', 'Name': 'Safety -see also- Occupational Safety'}, {'Code': 'sportsr', 'Name': 'Sports and Recreation'}, {'Code': 'stadiums', 'Name': 'Stadiums'}]",Regular,T,"[{'Article': {'Code': 'gab', 'Title': 'Alcoholic Beverages'}, 'Sections': [{'Section': '25-1011.1'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB1077,CH0295,,Montgomery County Delegation,[{'Name': 'Montgomery County Delegation'}],"Requiring the Montgomery County Board of Elections to require an affirmative vote of not fewer than three duly confirmed regular members of the local board, at least one of whom shall be a member of the principal minority party, to appoint an election director.",Montgomery County Board of Elections - Election Director - Appointment Requirement MC 26-16,Approved by the Governor - Chapter 295,Ways and Means,,"Education, Health, and Environmental Affairs",,2016-02-11,2016-03-02T14:30:00,,2016-03-16,Favorable with Amendments,2016-03-14,Passed with Amendments,2016-03-16,Passed,2016-03-18,2016-03-31T13:00:00,,2016-04-05,Favorable,2016-03-31,Passed,2016-04-01,Passed,Returned Passed,True,False,False,"[{'Code': 'g1', 'Name': 'Elections'}]","[{'Code': 'elections', 'Name': 'Elections -see also- Ballots; Camp Financ; Pol Cands; Voting'}, {'Code': 'electis', 'Name': 'Elections Supervisors'}, {'Code': 'montgoc', 'Name': 'Montgomery County'}, {'Code': 'politip', 'Name': 'Political Parties'}, {'Code': 'voting', 'Name': 'Voting -see also- Ballots; Elections'}]",Regular,T,"[{'Article': {'Code': 'gel', 'Title': 'Election Law'}, 'Sections': [{'Section': '2-202'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB1079,CH0296,,Montgomery County Delegation,[{'Name': 'Montgomery County Delegation'}],"Authorizing Montgomery County to create the Montgomery County Student Loan Refinancing Authority through an ordinance enacted by the Montgomery County governing body; establishing that the purpose of the Authority is to provide affordable financial assistance to enable County residents, graduates of county public schools, and other specified individuals to obtain a postsecondary education; requiring Montgomery County to take specified actions before establishing the Authority; etc.",Montgomery County Student Loan Refinancing Authority MC 27-16,Approved by the Governor - Chapter 296,Ways and Means,,Budget and Taxation,,2016-02-11,2016-03-07T13:00:00,,2016-03-31,Favorable with Amendments,2016-03-26,Passed with Amendments,2016-03-27,Passed,2016-03-29,,,2016-04-09,Favorable,2016-04-03,Passed,2016-04-04,Passed,Returned Passed,True,False,False,"[{'Code': 'f3', 'Name': 'Education - Local Bills'}, {'Code': 'f2', 'Name': 'Higher Education'}]","[{'Code': 'adminia', 'Name': 'Administrative Agencies -see also- Electronic Government'}, {'Code': 'auditoa', 'Name': 'Auditors and Audits'}, {'Code': 'bonds', 'Name': 'Bonds -see also- County & Baltimore City Bonds; State Bonds'}, {'Code': 'contracts', 'Name': 'Contracts -see also- Land Installment Contracts; Procurement'}, {'Code': 'education', 'Name': 'Education -see also- Driver Ed; Higher Ed; Special Ed; etc'}, {'Code': 'exemptions', 'Name': 'Exemptions'}, {'Code': 'gifts', 'Name': 'Gifts'}, {'Code': 'grants', 'Name': 'Grants'}, {'Code': 'highere', 'Name': 'Higher Education -see also- Comm Colleges; Med Schools; etc.'}, {'Code': 'loans', 'Name': 'Loans -see also- Mortgages'}, {'Code': 'montgoc', 'Name': 'Montgomery County'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'publice', 'Name': 'Public Employees -see also- State Employees'}, {'Code': 'publics', 'Name': 'Public Schools'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'scholasfa', 'Name': 'Scholarships and Student Financial Aid'}, {'Code': 'signatures', 'Name': 'Signatures'}, {'Code': 'students', 'Name': 'Students'}]",Regular,T,"[{'Article': {'Code': 'gcj', 'Title': 'Courts and Judicial Proceedings'}, 'Sections': [{'Section': '5-301'}]}, {'Article': {'Code': 'ged', 'Title': 'Education'}, 'Sections': [{'Section': '18-3101 through 18-3103'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB1087,CH0647,,Prince George's County Delegation,"[{'Name': ""Prince George's County Delegation""}]","Establishing the Task Force to Study a Promise Scholarship Program in Prince George's County; providing that the purpose of the Task Force is to study the feasibility of providing scholarships to pay for tuition and fees not covered by federal or State financial aid for Prince George's County public high school graduates; 	requiring 	the Task Force to make recommendations regarding specified matters and to report its findings to the Prince George's County Executive and the General Assembly on or before January 1, 2017; etc.",Task Force to Study a Promise Scholarship Program in Prince George's County PG 438-16,Approved by the Governor - Chapter 647,Ways and Means,,"Education, Health, and Environmental Affairs",,2016-02-11,2016-03-15T13:00:00,,2016-03-31,Favorable with Amendments,2016-03-26,Passed with Amendments,2016-03-27,Passed,2016-03-29,2016-04-07T13:00:00,,2016-04-11,Favorable,2016-04-04,Passed,2016-04-05,Passed,Returned Passed,True,False,False,"[{'Code': 'f1', 'Name': 'Primary and Secondary Education'}, {'Code': 'f4', 'Name': 'Community Colleges - Local Bills'}]","[{'Code': 'commitc', 'Name': 'Committees and Commissions -see also- Political Committees'}, {'Code': 'communc', 'Name': 'Community Colleges'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes; Reimb Rates""}, {'Code': 'princegc', 'Name': ""Prince George's County""}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'scholasfa', 'Name': 'Scholarships and Student Financial Aid'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'tuition', 'Name': 'Tuition'}]",Regular,T,,2016 Regular Session,2019-10-22T15:11:33.903
HB1090,CH0130,SB0670,Howard County Delegation,[{'Name': 'Howard County Delegation'}],"Creating in Howard County an exception to the alcoholic beverages license application or renewal requirements for a Class C (continuing care retirement community) beer, wine, and liquor license issued to a nonprofit organization; requiring that the license be applied for and issued to a manager or supervisor and two officers; and allowing residents and their guests in a continuing care retirement community that holds the license to consume beer, wine, or liquor not purchased from the community under specified circumstances.",Howard County - Alcoholic Beverages - Continuing Care Retirement Community License Ho. Co. 15-16,Approved by the Governor - Chapter 130,Economic Matters,,"Education, Health, and Environmental Affairs",,2016-02-11,2016-02-22T13:00:00,,2016-03-10,Favorable with Amendments,2016-03-11,Passed with Amendments,2016-03-12,Passed,2016-03-16,,,2016-04-05,Favorable,2016-03-30,Passed,2016-03-31,Passed,Returned Passed,True,False,False,"[{'Code': 'a2', 'Name': 'Alcoholic Beverages - Local Bills'}]","[{'Code': 'agingd', 'Name': 'Aging, Department of'}, {'Code': 'alcohobl', 'Name': 'Alcoholic Beverages Licenses'}, {'Code': 'alcohobs', 'Name': 'Alcoholic Beverages - By Subdivision'}, {'Code': 'continc', 'Name': 'Continuing Care -see also- Long-Term Care; Nursing Homes'}, {'Code': 'education', 'Name': 'Education -see also- Driver Ed; Higher Ed; Special Ed; etc'}, {'Code': 'elderlp', 'Name': 'Elderly Persons'}, {'Code': 'food', 'Name': 'Food -see also- Kosher; Meat, Poultry, Seafood; Milk'}, {'Code': 'howardc', 'Name': 'Howard County'}, {'Code': 'licenses', 'Name': ""Licenses -see also- Alcoholic Bev Lic; Drivers' Licenses""}, {'Code': 'nonproo', 'Name': 'Nonprofit Organizations'}, {'Code': 'registration', 'Name': 'Registration -see also- Motor Vehicle Registration'}]",Regular,T,"[{'Article': {'Code': 'gab', 'Title': 'Alcoholic Beverages'}, 'Sections': [{'Section': '23-102'}, {'Section': '23-1404'}, {'Section': '23-2704'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB1092,CH0297,SB0999,St. Mary's County Delegation,"[{'Name': ""St. Mary's County Delegation""}]",Repealing provisions related to the position of Keeper of the Jail of St. Mary's County.,St. Mary's County - Keeper of the Jail - Repeal,Approved by the Governor - Chapter 297,Environment and Transportation,,Judicial Proceedings,,2016-02-11,2016-03-11T13:00:00,,2016-03-16,Favorable,2016-03-16,Passed,2016-03-17,Passed,2016-03-19,,,2016-04-04,Favorable,2016-03-28,Passed,2016-03-29,Passed,Returned Passed,True,False,False,"[{'Code': 'l2', 'Name': 'Counties - Local Laws'}]","[{'Code': 'correci', 'Name': 'Correctional Institutions -see also- Patuxent Institution'}, {'Code': 'correco', 'Name': 'Correctional Officers'}, {'Code': 'sheriffs', 'Name': 'Sheriffs'}, {'Code': 'stmaryc', 'Name': ""St. Mary's County""}]",Regular,T,"[{'Article': {'Code': 'l19', 'Title': ""St. Mary's County""}, 'Sections': [{'Section': '68-1'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB1101,CH0131,,Montgomery County Delegation,[{'Name': 'Montgomery County Delegation'}],Providing that specified closed swimming lakes located within and maintained by a municipal corporation and only accessible to residents of the municipal corporation are not subject to specified State or county regulations; requiring that a municipal corporation that maintains a closed swimming lake establish a policy to assess and monitor the water quality of the closed swimming lake.,Municipal Corporations - Closed Swimming Lake - Regulation MC 32-16,Approved by the Governor - Chapter 131,Environment and Transportation,,"Education, Health, and Environmental Affairs",,2016-02-11,2016-03-11T13:00:00,,2016-03-18,Favorable with Amendments,2016-03-16,Passed with Amendments,2016-03-17,Passed,2016-03-19,2016-03-29T13:00:00,,2016-04-01,Favorable,2016-03-28,Passed,2016-03-29,Passed,Returned Passed,True,False,False,"[{'Code': 'm3', 'Name': 'Environment'}, {'Code': 'j1', 'Name': 'Public Health'}, {'Code': 'm1', 'Name': 'Natural Resources - Generally'}]","[{'Code': 'municic', 'Name': 'Municipal Corporations -see also- Annap; Balt; Hager; OC'}, {'Code': 'pollution', 'Name': 'Pollution -see also- Sediment Control'}, {'Code': 'publici', 'Name': 'Public Information'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'sewage', 'Name': 'Sewage'}, {'Code': 'swimmip', 'Name': 'Swimming Pools'}]",Regular,T,"[{'Article': {'Code': 'gen', 'Title': 'Environment'}, 'Sections': [{'Section': '9-321.2'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB1105,CH0132,,Howard County Delegation,[{'Name': 'Howard County Delegation'}],"Requiring the custodian of a public record to provide written notice to an applicant regarding the applicant's right to file a complaint with the State Public Information Act Compliance Board; requiring the Public Access Ombudsman to investigate, evaluate, and issue a report concerning the Howard County Public School System concerning specified matters; requiring the Howard County Board of Education, Howard County Superintendent of Schools, and the Howard County Public School System to provide the Ombudsman with specified records; etc.",Howard County Public School System - Access to Public Information Ho. Co. 9-16,Approved by the Governor - Chapter 132,Ways and Means,,"Education, Health, and Environmental Affairs",,2016-02-11,2016-03-14T13:00:00,,2016-03-17,Favorable with Amendments,2016-03-14,Passed with Amendments,2016-03-16,Passed,2016-03-18,2016-03-30T13:00:00,,2016-04-05,Favorable,2016-03-31,Passed,2016-04-01,Passed,Returned Passed,True,False,False,"[{'Code': 'p3', 'Name': 'State Government - Regulations and Procedures'}, {'Code': 'l2', 'Name': 'Counties - Local Laws'}]","[{'Code': 'assessments', 'Name': 'Assessments'}, {'Code': 'commitc', 'Name': 'Committees and Commissions -see also- Political Committees'}, {'Code': 'disclosure', 'Name': 'Disclosure'}, {'Code': 'educatb', 'Name': 'Education, Boards of'}, {'Code': 'education', 'Name': 'Education -see also- Driver Ed; Higher Ed; Special Ed; etc'}, {'Code': 'howardc', 'Name': 'Howard County'}, {'Code': 'investi', 'Name': 'Investigations and Inquiries -see also- Crim Bckgrnd Invest'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'privacy', 'Name': 'Privacy'}, {'Code': 'publici', 'Name': 'Public Information'}, {'Code': 'publics', 'Name': 'Public Schools'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'reports', 'Name': 'Reports'}]",Regular,T,"[{'Article': {'Code': 'ggp', 'Title': 'General Provisions'}, 'Sections': [{'Section': '4-1A-01'}, {'Section': '4-1A-04'}, {'Section': '4-1A-05'}, {'Section': '4-1B-01'}, {'Section': '4-1B-04'}, {'Section': '4-202'}, {'Section': '4-206'}, {'Section': '4-301'}, {'Section': '4-344'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB1106,CH0001,SB0921,Delegate Frick,"[{'Name': 'Delegate Frick'}, {'Name': 'Delegate Davis'}, {'Name': 'Delegate Barnes, B.'}, {'Name': 'Delegate Barkley'}, {'Name': 'Delegate Barron'}, {'Name': 'Delegate Barve'}, {'Name': 'Delegate Brooks'}, {'Name': 'Delegate Clippinger'}, {'Name': 'Delegate Cullison'}, {'Name': 'Delegate Dumais'}, {'Name': 'Delegate Ebersole'}, {'Name': 'Delegate Fraser-Hidalgo'}, {'Name': 'Delegate Gilchrist'}, {'Name': 'Delegate Gutierrez'}, {'Name': 'Delegate Healey'}, {'Name': 'Delegate Hill'}, {'Name': 'Delegate Hixson'}, {'Name': 'Delegate Jalisi'}, {'Name': 'Delegate Kaiser'}, {'Name': 'Delegate Kelly'}, {'Name': 'Delegate Korman'}, {'Name': 'Delegate Kramer'}, {'Name': 'Delegate Lam'}, {'Name': 'Delegate Lierman'}, {'Name': 'Delegate Luedtke'}, {'Name': 'Delegate Miller, A.'}, {'Name': 'Delegate Moon'}, {'Name': 'Delegate Morhaim'}, {'Name': 'Delegate Pena-Melnyk'}, {'Name': 'Delegate Platt'}, {'Name': 'Delegate Reznik'}, {'Name': 'Delegate Robinson, S.'}, {'Name': 'Delegate Smith'}, {'Name': 'Delegate Tarlau'}, {'Name': 'Delegate Turner'}, {'Name': 'Delegate Valderrama'}, {'Name': 'Delegate Valentino-Smith'}, {'Name': 'Delegate Vaughn'}, {'Name': 'Delegate Waldstreicher'}, {'Name': 'Delegate Washington, A.'}]","Altering the renewable energy portfolio standard percentage derived from solar energy for specified years; altering the renewable energy portfolio standard percentage derived from Tier 1 renewable sources for specified years; authorizing the Small, Minority, and Women-Owned Businesses Account to receive money from the Strategic Energy Investment Fund; requiring the Department of Labor, Licensing, and Regulation to study the workforce development training needs for the clean energy industry in the State; etc.",Clean Energy Jobs - Renewable Energy Portfolio Standard Revisions,"Became law per Maryland Constitution, Chapter 1 of 2017",Economic Matters,,Finance,,2016-02-11,2016-03-03T13:00:00,,2016-03-17,Favorable with Amendments,2016-03-17,Passed with Amendments,2016-03-18,Passed,2016-03-19,2016-04-05T13:00:00,,2016-04-07,Favorable with Amendments,2016-04-01,Passed with Amendments,2016-04-06,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'c5', 'Name': 'Utility Regulation'}, {'Code': 'm3', 'Name': 'Environment'}, {'Code': 'c8', 'Name': 'Economic and Community Development'}]","[{'Code': 'adminia', 'Name': 'Administrative Agencies -see also- Electronic Government'}, {'Code': 'alternes', 'Name': 'Alternative Energy Sources'}, {'Code': 'armedf', 'Name': 'Armed Forces -see also- Military Department; Veterans'}, {'Code': 'auditoa', 'Name': 'Auditors and Audits'}, {'Code': 'budgetmd', 'Name': 'Budget and Management, Department of'}, {'Code': 'commerd', 'Name': 'Commerce, Department of'}, {'Code': 'commitc', 'Name': 'Committees and Commissions -see also- Political Committees'}, {'Code': 'communc', 'Name': 'Community Colleges'}, {'Code': 'comptroller', 'Name': 'Comptroller'}, {'Code': 'contracts', 'Name': 'Contracts -see also- Land Installment Contracts; Procurement'}, {'Code': 'credit', 'Name': 'Credit'}, {'Code': 'education', 'Name': 'Education -see also- Driver Ed; Higher Ed; Special Ed; etc'}, {'Code': 'electricians', 'Name': 'Electricians'}, {'Code': 'energym', 'Name': 'Energy Matters -see also- Alt Energy Sou; Fuel; Power Plants'}, {'Code': 'equipment', 'Name': 'Equipment -see also- Motor Vehicle Equipment'}, {'Code': 'exoffenders', 'Name': 'Ex-Offenders'}, {'Code': 'fosterc', 'Name': 'Foster Care'}, {'Code': 'grants', 'Name': 'Grants'}, {'Code': 'heatinc', 'Name': 'Heating and Cooling'}, {'Code': 'indigep', 'Name': 'Indigent Persons'}, {'Code': 'industt', 'Name': 'Industry and Technology'}, {'Code': 'investments', 'Name': 'Investments -see also- Securities'}, {'Code': 'jobt', 'Name': 'Job Training'}, {'Code': 'laborlrd', 'Name': 'Labor, Licensing, and Regulation, Department of'}, {'Code': 'loans', 'Name': 'Loans -see also- Mortgages'}, {'Code': 'minorities', 'Name': 'Minorities -see also- Women'}, {'Code': 'plumbing', 'Name': 'Plumbing'}, {'Code': 'prices', 'Name': 'Prices -see also- Consumer Price Index'}, {'Code': 'publicsc', 'Name': 'Public Service Commission'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- Dev Fees &Taxes; specific tax'}, {'Code': 'smallb', 'Name': 'Small Business'}, {'Code': 'taxc', 'Name': 'Tax Credits -see also- Circuit Breaker'}, {'Code': 'treasurers', 'Name': 'Treasurers'}, {'Code': 'unemployment', 'Name': 'Unemployment'}, {'Code': 'utilities', 'Name': 'Utilities -see also- High Voltage Lines; Telephones; Water'}, {'Code': 'veterans', 'Name': 'Veterans'}, {'Code': 'weightm', 'Name': 'Weights and Measures'}, {'Code': 'welfare', 'Name': 'Welfare -see also- Social Services'}, {'Code': 'women', 'Name': 'Women'}, {'Code': 'workle', 'Name': 'Work, Labor and Employment -see also- Col Barg; Holiday; etc'}]",Regular,E,"[{'Article': {'Code': 'gpu', 'Title': 'Public Utilities'}, 'Sections': [{'Section': '7-702'}, {'Section': '7-703'}, {'Section': '7-705'}]}, {'Article': {'Code': 'gsg', 'Title': 'State Government'}, 'Sections': [{'Section': '9-1A-35'}, {'Section': '9-20B-01'}, {'Section': '9-20B-05'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB1109,CH0133,SB0861,Frederick County Delegation,[{'Name': 'Frederick County Delegation'}],"Repealing specified provisions of law that prohibit the Board of License Commissioners for Frederick County from issuing specified alcoholic beverages licenses in specified election districts in the County; providing that the Board may issue anywhere in the County, regardless of election district, any license authorized under a specified provision of law; requiring that a specified public hearing be held for a license; etc.",Frederick County - Dry Election Districts - Repeal,Approved by the Governor - Chapter 133,Economic Matters,,"Education, Health, and Environmental Affairs",,2016-02-11,2016-02-22T13:00:00,,2016-03-08,Favorable,2016-03-09,Passed,2016-03-11,Passed,2016-03-14,,,2016-04-05,Favorable,2016-03-30,Passed,2016-03-31,Passed,Returned Passed,True,False,False,"[{'Code': 'a2', 'Name': 'Alcoholic Beverages - Local Bills'}]","[{'Code': 'alcohobl', 'Name': 'Alcoholic Beverages Licenses'}, {'Code': 'alcohobs', 'Name': 'Alcoholic Beverages - By Subdivision'}, {'Code': 'boundaries', 'Name': 'Boundaries'}, {'Code': 'frederc', 'Name': 'Frederick County'}, {'Code': 'hearings', 'Name': 'Hearings'}, {'Code': 'licenscb', 'Name': 'License Commissioners, Boards of'}, {'Code': 'publici', 'Name': 'Public Information'}]",Regular,T,"[{'Article': {'Code': 'gab', 'Title': 'Alcoholic Beverages'}, 'Sections': [{'Section': '20-102'}, {'Section': '20-1602'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
