BillNumber,ChapterNumber,CrossfileBillNumber,SponsorPrimary,Sponsors,Synopsis,Title,Status,CommitteePrimaryOrigin,CommitteeSecondaryOrigin,CommitteePrimaryOpposite,CommitteeSecondaryOpposite,FirstReadingDateHouseOfOrigin,HearingDateTimePrimaryHouseOfOrigin,HearingDateTimeSecondaryHouseOfOrigin,ReportDateHouseOfOrigin,ReportActionHouseOfOrigin,SecondReadingDateHouseOfOrigin,SecondReadingActionHouseOfOrigin,ThirdReadingDateHouseOfOrigin,ThirdReadingActionHouseOfOrigin,FirstReadingDateOppositeHouse,HearingDateTimePrimaryOppositeHouse,HearingDateTimeSecondaryOppositeHouse,ReportDateOppositeHouse,ReportActionOppositeHouse,SecondReadingDateOppositeHouse,SecondReadingActionOppositeHouse,ThirdReadingDateOppositeHouse,ThirdReadingActionOppositeHouse,InteractionBetweenChambers,PassedByMGA,EmergencyBill,ConstitutionalAmendment,BroadSubjects,NarrowSubjects,BillType,BillVersion,Statutes,YearAndSession,StatusCurrentAsOf
HB1017,CH0691,SB1153,Frederick County Delegation,[{'Name': 'Frederick County Delegation'}],Establishing the Frederick County Soil Conservation District to include the Catoctin Soil Conservation District and the Frederick Soil Conservation District.,Boundary of the Frederick County Soil Conservation District - Alteration,Approved by the Governor - Chapter 691,Environment and Transportation,,"Education, Energy, and the Environment",,2024-02-05,2024-03-12T15:00:00,,2024-03-15,Favorable with Amendments,2024-03-05,Passed with Amendments,2024-03-09,Passed,2024-03-04,2024-04-02T13:00:00,,2024-04-05,Favorable,2024-03-21,Passed,2024-03-22,Passed,Returned Passed,True,False,False,"[{'Code': 'm4', 'Name': 'Agriculture'}]","[{'Code': 'agriculture', 'Name': 'Agriculture -see also- Cannabis Production'}, {'Code': 'boundaries', 'Name': 'Boundaries'}, {'Code': 'frederc', 'Name': 'Frederick County'}, {'Code': 'soilc', 'Name': 'Soil Conservation'}]",Regular,T,"[{'Article': {'Code': 'gag', 'Title': 'Agriculture'}, 'Sections': [{'Section': '8-301'}, {'Section': '8-405'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB1021,CH0702,,Washington County Delegation,[{'Name': 'Washington County Delegation'}],"Authorizing and empowering the County Commissioners of Washington County to borrow not more than $50,000,000 in order to finance the construction, improvement, or development of certain public facilities in Washington County and to effect such borrowing by the issuance and sale at public or private sale of its general obligation bonds; etc.
",Washington County - Public Facilities Bonds,Approved by the Governor - Chapter 702,Appropriations,,Budget and Taxation,,2024-02-05,2024-03-07T15:00:00,,2024-03-14,Favorable,2024-03-04,Passed,2024-03-09,Passed,2024-03-04,2024-03-26T12:00:00,,2024-04-02,Favorable,2024-03-16,Passed,2024-03-19,Passed,Returned Passed,True,False,False,"[{'Code': 'b3', 'Name': 'Local Debt (Bond Bills)'}]","[{'Code': 'bonds', 'Name': 'Bonds -see also- County & Baltimore City Bonds; State Bonds'}, {'Code': 'construction', 'Name': 'Construction'}, {'Code': 'countyc', 'Name': 'County Commissioners'}, {'Code': 'emergencies', 'Name': 'Emergencies -see also- Pandemics'}, {'Code': 'firep', 'Name': 'Fire Protection'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'procurement', 'Name': 'Procurement'}, {'Code': 'publicbf', 'Name': 'Public Buildings and Facilities -see also- Stadiums; St Hse '}, {'Code': 'publicw', 'Name': 'Public Works -see also- Brg&Tun; Hwys; PublBlgFac; etc.'}, {'Code': 'volunteers', 'Name': 'Volunteers'}, {'Code': 'washinc', 'Name': 'Washington County'}]",Regular,T,,2024 Regular Session,2024-11-13T09:05:06.703
HB1023,CH0697,,Prince George's County Delegation and Montgomery County Delegation,"[{'Name': ""Prince George's County Delegation and Montgomery County Delegation""}]",Authorizing the Secretary of Transportation's designee to attend meetings of the Washington Metropolitan Area Transit Authority Board of Directors on behalf of the Secretary when the Secretary is not available; authorizing the Washington Suburban Transit Commission to reappoint a certain appointee to be a principal member of the Washington Metropolitan Area Transit Authority Board of Directors; etc.,Prince George's County and Montgomery County - The Washington Suburban Transit Commission Reform Act PG/MC 103-24,Approved by the Governor - Chapter 697,Environment and Transportation,,Finance,,2024-02-05,2024-03-07T13:00:00,,2024-03-15,Favorable,2024-03-05,Passed,2024-03-09,Passed,2024-03-04,2024-04-02T13:00:00,,2024-04-04,Favorable,2024-03-20,Passed,2024-03-22,Passed,Returned Passed,True,False,False,"[{'Code': 'r2', 'Name': 'Transportation - Generally'}, {'Code': 'l5', 'Name': 'Bi-County Agencies'}]","[{'Code': 'commitc', 'Name': 'Committees and Commissions'}, {'Code': 'montgoc', 'Name': 'Montgomery County'}, {'Code': 'princegc', 'Name': ""Prince George's County""}, {'Code': 'procurement', 'Name': 'Procurement'}, {'Code': 'publicll', 'Name': 'Public Local Laws'}, {'Code': 'transpd', 'Name': 'Transportation, Department of'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- JobTrn; Leave; etc.'}]",Regular,T,"[{'Article': {'Code': 'l16', 'Title': 'Montgomery County'}, 'Sections': [{'Section': '87-17'}, {'Section': '87-4'}, {'Section': '87-5'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB1024,CH0679,,Prince George's County Delegation and Montgomery County Delegation,"[{'Name': ""Prince George's County Delegation and Montgomery County Delegation""}]","Expanding the Connection Pipe Emergency Replacement Loan Program to include certain sewer pipes and diagnostic actions; altering the maximum amount of a loan that may be made under the Program from $5,000 to $10,000; altering the total amount of loans that the Program may provide or have outstanding from $1,000,000 to $2,000,000; and increasing to $200,000 the amount of funding through fiscal year 2034  which the Washington Suburban Sanitary Commission must include for the Program in the Commission's budget.",Washington Suburban Sanitary Commission - Connection Pipe Emergency Replacement Loan Program - Expansion PG/MC 101-24,Approved by the Governor - Chapter 679,Environment and Transportation,,"Education, Energy, and the Environment",,2024-02-05,2024-03-08T13:00:00,,2024-03-15,Favorable,2024-03-05,Passed,2024-03-09,Passed,2024-03-04,2024-03-21T13:00:00,,2024-04-05,Favorable,2024-03-23,Passed,2024-03-25,Passed,Returned Passed,True,False,False,"[{'Code': 'l5', 'Name': 'Bi-County Agencies'}]","[{'Code': 'certification', 'Name': 'Certifications'}, {'Code': 'equipment', 'Name': 'Equipment -see also- Hearing Aids; MV Equip; etc.'}, {'Code': 'inspections', 'Name': 'Inspections -see also- Motor Vehicle Inspection'}, {'Code': 'liens', 'Name': 'Liens'}, {'Code': 'loans', 'Name': 'Loans -see also- Credit; Mortgages; Scholarships&SFA'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'plumbing', 'Name': 'Plumbing'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'sewage', 'Name': 'Sewage'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'washinssd', 'Name': 'Washington Suburban Sanitary District'}]",Regular,T,"[{'Article': {'Code': 'acts', 'Title': 'Chapter of the Acts'}, 'Sections': [{'Section': '2018'}]}, {'Article': {'Code': 'gpu', 'Title': 'Public Utilities'}, 'Sections': [{'Section': '23-205'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB1026,CH0027,SB0707,Delegate Patterson,"[{'Name': 'Delegate Patterson'}, {'Name': 'Delegate Rogers'}, {'Name': 'Delegate Acevero'}, {'Name': 'Delegate Attar'}, {'Name': 'Delegate Bagnall'}, {'Name': 'Delegate Buckel'}, {'Name': 'Delegate Crosby'}, {'Name': 'Delegate Crutchfield'}, {'Name': 'Delegate Fair'}, {'Name': 'Delegate Fennell'}, {'Name': 'Delegate Griffith'}, {'Name': 'Delegate Hartman'}, {'Name': 'Delegate Holmes'}, {'Name': 'Delegate Hornberger'}, {'Name': 'Delegate Kaiser'}, {'Name': 'Delegate McComas'}, {'Name': 'Delegate Pasteur'}, {'Name': 'Delegate Toles'}, {'Name': 'Delegate White Holland'}, {'Name': 'Delegate Williams'}, {'Name': 'Delegate Wilson'}, {'Name': 'Delegate Young'}, {'Name': 'Delegate Alston'}, {'Name': 'Delegate Bhandari'}, {'Name': 'Delegate Chisholm'}, {'Name': 'Delegate Cullison'}, {'Name': 'Delegate Guzzone'}, {'Name': 'Delegate Hill'}, {'Name': 'Delegate Hutchinson'}, {'Name': 'Delegate Johnson, S.'}, {'Name': 'Delegate Kerr'}, {'Name': 'Delegate Kipke'}, {'Name': 'Delegate Lewis, R.'}, {'Name': 'Delegate Martinez'}, {'Name': 'Delegate Morgan, M.'}, {'Name': 'Delegate Pena-Melnyk'}, {'Name': 'Delegate Reilly'}, {'Name': 'Delegate Rosenberg'}, {'Name': 'Delegate Szeliga'}, {'Name': 'Delegate Taveras'}, {'Name': 'Delegate Woods'}]","Adding the Space Force to certain provisions of law related to the armed forces; authorizing military spouses and residents of the State who are members of the National Guard of another state or a reserve component of the armed forces to terminate certain contracts at any time after the date the service member receives certain military orders to relocate; altering the definition of a ""military-connected student"" for purposes of the Purple Star Schools Program; and authorizing the Governor to make certain posthumous awards.",Armed Forces - Support of Military Families and Addition of Space Force,Approved by the Governor - Chapter 27,Health and Government Operations,,"Education, Energy, and the Environment",,2024-02-05,2024-03-08T14:00:00,,2024-03-15,Favorable with Amendments,2024-03-06,Passed with Amendments,2024-03-09,Passed,2024-03-06,,,2024-03-27,Favorable,2024-03-12,Passed,2024-03-13,Passed,Returned Passed,True,False,False,"[{'Code': 'p3', 'Name': 'State Government - Regulations and Procedures'}, {'Code': 'c2', 'Name': 'Business Regulation '}, {'Code': 'd4', 'Name': 'Family Law'}, {'Code': 'e4', 'Name': 'Public Safety'}, {'Code': 'f1', 'Name': 'Primary and Secondary Education'}]","[{'Code': 'armedf', 'Name': 'Armed Forces -see also- Military Department; Veterans'}, {'Code': 'attorneys', 'Name': 'Attorneys'}, {'Code': 'discriminatio', 'Name': 'Discrimination'}, {'Code': 'education', 'Name': 'Education -see also- ContEd; DrvEd; HigherEd; Lit; etc.'}, {'Code': 'governor', 'Name': 'Governor'}, {'Code': 'internet', 'Name': 'Internet -see also- Internet Access'}, {'Code': 'radio', 'Name': 'Radio'}, {'Code': 'sportsr', 'Name': 'Sports and Recreation'}, {'Code': 'spouses', 'Name': 'Spouses'}, {'Code': 'students', 'Name': 'Students'}, {'Code': 'telecoit', 'Name': 'Telecommunications and Information Technology'}, {'Code': 'termins', 'Name': 'Termination of Services'}]",Regular,T,"[{'Article': {'Code': 'gbr', 'Title': 'Business Regulation'}, 'Sections': [{'Section': '19-501'}]}, {'Article': {'Code': 'ged', 'Title': 'Education'}, 'Sections': [{'Section': '7-129'}]}, {'Article': {'Code': 'gfl', 'Title': 'Family Law'}, 'Sections': [{'Section': '9-108'}]}, {'Article': {'Code': 'gps', 'Title': 'Public Safety'}, 'Sections': [{'Section': '13-510'}, {'Section': '13-601'}, {'Section': '13-704.1'}, {'Section': '13-901'}, {'Section': '13-902'}, {'Section': '13-904'}, {'Section': '13A-101'}, {'Section': '13A-506'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB1028,CH0453,SB0951,Delegate Allen,[{'Name': 'Delegate Allen'}],"Establishing the Electric Vehicle Supply Equipment Workgroup to study certain standards related to EV charging stations; and requiring the Workgroup to report its framework and recommendations to the Senate Education, Energy, and the Environment Committee and the House Economic Matters Committee on or before November 1, 2024.",Electric Vehicle Supply Equipment Workgroup,Approved by the Governor - Chapter 453,Economic Matters,,"Education, Energy, and the Environment",,2024-02-05,2024-03-06T13:00:00,,2024-03-16,Favorable with Amendments,2024-03-09,Passed with Amendments,2024-03-10,Passed,2024-03-06,,,2024-04-05,Favorable with Amendments,2024-03-21,Passed with Amendments,2024-03-22,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'c2', 'Name': 'Business Regulation '}]","[{'Code': 'certification', 'Name': 'Certifications'}, {'Code': 'commitc', 'Name': 'Committees and Commissions'}, {'Code': 'comptroller', 'Name': 'Comptroller'}, {'Code': 'consump', 'Name': 'Consumer Protection'}, {'Code': 'credit', 'Name': 'Credit'}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'electrmv', 'Name': 'Electric Motor Vehicles'}, {'Code': 'energym', 'Name': 'Energy Matters -see also- Fuel; NuclearMatt; PwrPlnts; etc.'}, {'Code': 'equipment', 'Name': 'Equipment -see also- Hearing Aids; MV Equip; etc.'}, {'Code': 'federag', 'Name': 'Federal Government'}, {'Code': 'goodss', 'Name': 'Goods and Services -see also- Retail Sales; TermnSvc; TrfGds'}, {'Code': 'jobt', 'Name': 'Job Training -see also- Continuing Ed; Vocational Rehab'}, {'Code': 'labeling', 'Name': 'Labeling'}, {'Code': 'language', 'Name': 'Language -see also- Communications; Literacy'}, {'Code': 'mobiled', 'Name': 'Mobile Devices'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'physicdp', 'Name': 'Physically Disabled Persons -see also- BlindPers; DeafPers'}, {'Code': 'prices', 'Name': 'Prices -see also- Consumer Price Index'}, {'Code': 'publicsc', 'Name': 'Public Service Commission'}, {'Code': 'registration', 'Name': 'Registration -see also- Motor Vehicle Registration'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'standabp', 'Name': 'Standards and Best Practices'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'utilities', 'Name': 'Utilities -see also- High Volt Lines; Sewage; Teleph; Water'}]",Regular,E,,2024 Regular Session,2024-11-13T09:05:06.703
HB1032,CH0458,,Delegate Solomon,"[{'Name': 'Delegate Solomon'}, {'Name': 'Delegate Allen'}, {'Name': 'Delegate Healey'}, {'Name': 'Delegate Lehman'}, {'Name': 'Delegate Long, J.'}, {'Name': 'Delegate Love'}, {'Name': 'Delegate Ruth'}, {'Name': 'Delegate Terrasa'}, {'Name': 'Delegate Ziegler'}]",Establishing the Tourist Area and Corridor Signage Program to create a system of supplemental guide signs to direct motorists to eligible individual attractions by directing the motorists first to groups of attractions; requiring the State Highway Administration and the Department of Commerce to develop standards and procedures for determining the eligibility of an attraction for a sign; requiring the Administration to notify certain committees of the General Assembly at least 30 days before amending the Program; etc.,Highways – Tourist Area and Corridor Signage Program,Approved by the Governor - Chapter 458,Environment and Transportation,,Judicial Proceedings,,2024-02-07,2024-02-23T13:00:00,,2024-03-16,Favorable with Amendments,2024-03-07,Passed with Amendments,2024-03-10,Passed,2024-03-06,2024-03-27T13:00:00,,2024-04-05,Favorable,2024-03-22,Passed,2024-03-23,Passed,Returned Passed,True,False,False,"[{'Code': 'r1', 'Name': 'Transportation - Highways'}]","[{'Code': 'accessibility', 'Name': 'Accessibility - see also- Blind; Deaf; DevDisPer; PhysDisPer'}, {'Code': 'artmca', 'Name': 'Art, Music, and Cultural Affairs -see also- EthAff; Mus; etc'}, {'Code': 'boundaries', 'Name': 'Boundaries'}, {'Code': 'commerd', 'Name': 'Commerce, Department of'}, {'Code': 'commitc', 'Name': 'Committees and Commissions'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes""}, {'Code': 'highways', 'Name': 'Highways'}, {'Code': 'historm', 'Name': 'Historical Matters -see also- Archives; Monumts; Museum; etc'}, {'Code': 'internet', 'Name': 'Internet -see also- Internet Access'}, {'Code': 'language', 'Name': 'Language -see also- Communications; Literacy'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'parking', 'Name': 'Parking'}, {'Code': 'publications', 'Name': 'Publications -see also- Maryland Register; Textbooks'}, {'Code': 'publicbf', 'Name': 'Public Buildings and Facilities -see also- Stadiums; St Hse '}, {'Code': 'restrooms', 'Name': 'Restrooms'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'safety', 'Name': 'Safety -see also- Occupational Safety'}, {'Code': 'signsb', 'Name': 'Signs and Billboards'}, {'Code': 'sportsr', 'Name': 'Sports and Recreation'}, {'Code': 'stateha', 'Name': 'State Highway Administration'}, {'Code': 'telephones', 'Name': 'Telephones'}, {'Code': 'time', 'Name': 'Time'}, {'Code': 'tourism', 'Name': 'Tourism -see also- Agritourism'}, {'Code': 'traffir', 'Name': 'Traffic Regulation'}, {'Code': 'transportatio', 'Name': 'Transportation -see also- Aircraft; Airports; Boats; etc'}, {'Code': 'water', 'Name': 'Water -see also- Coastal Bays; Riv,Str,Lks; Wastewater; etc.'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- JobTrn; Leave; etc.'}]",Regular,T,"[{'Article': {'Code': 'gtr', 'Title': 'Transportation'}, 'Sections': [{'Section': '8-755'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB1034,CH0202,SB1160,Baltimore City Delegation,[{'Name': 'Baltimore City Delegation'}],Increasing from one to three the number of assistant sheriffs required to be appointed by the Baltimore City Sheriff; authorizing the Baltimore City Sheriff to appoint social workers and any additional sworn or civilian personnel if the funding for the personnel is provided in the ordinance of estimates or any other source; and applying the Act to all full-time sworn law enforcement officers who are deputy sheriffs at the rank of lieutenant or below and court security officers.,Baltimore City Sheriff - Staffing,Approved by the Governor - Chapter 202,Judiciary,,Judicial Proceedings,,2024-02-07,2024-02-27T13:00:00,,2024-03-12,Favorable with Amendments,2024-03-02,Passed with Amendments,2024-03-04,Passed,2024-03-01,2024-03-21T13:00:00,,2024-04-05,Favorable,2024-03-22,Passed,2024-03-23,Passed,Returned Passed,True,False,False,"[{'Code': 'd2', 'Name': 'Courts and Court Personnel - Local'}]","[{'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'publice', 'Name': 'Public Employees -see also- State Employees'}, {'Code': 'sheriffs', 'Name': 'Sheriffs'}, {'Code': 'socialw', 'Name': 'Social Workers'}]",Regular,T,"[{'Article': {'Code': 'gcj', 'Title': 'Courts and Judicial Proceedings'}, 'Sections': [{'Section': '2-316'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB1037,CH0937,SB1036,Delegate Taylor,"[{'Name': 'Delegate Taylor'}, {'Name': 'Delegate Taveras'}, {'Name': 'Delegate Boafo'}, {'Name': 'Delegate Alston'}, {'Name': 'Delegate Amprey'}, {'Name': 'Delegate Anderton'}, {'Name': 'Delegate Davis'}, {'Name': 'Delegate Fennell'}, {'Name': 'Delegate Henson'}, {'Name': 'Delegate Ivey'}, {'Name': 'Delegate Lehman'}, {'Name': 'Delegate Long, J.'}, {'Name': 'Delegate Martinez'}, {'Name': 'Delegate McCaskill'}, {'Name': 'Delegate Pasteur'}, {'Name': 'Delegate Phillips'}, {'Name': 'Delegate Roberson'}, {'Name': 'Delegate Roberts'}, {'Name': 'Delegate Sample-Hughes'}, {'Name': 'Delegate Schmidt'}, {'Name': 'Delegate Simpson'}, {'Name': 'Delegate Smith'}, {'Name': 'Delegate Toles'}, {'Name': 'Delegate Tomlinson'}, {'Name': 'Delegate Turner'}, {'Name': 'Delegate Woods'}, {'Name': 'Delegate Embry'}, {'Name': 'Delegate Conaway'}, {'Name': 'Delegate Kaufman'}, {'Name': 'Delegate Williams'}, {'Name': 'Delegate Crutchfield'}]","Establishing the Task Force on the Creation of a Division of Returning Citizens and Expanded Reentry Services to identify reentry services in the State, develop a plan to establish a new division within the Department of Public Safety and Correctional Services, and develop a plan to expand certain services for individuals after release from incarceration; and requiring the Task Force to submit a report of its findings and recommendations to the General Assembly on or before December 31, 2025.",Task Force on the Creation of a Division of Returning Citizens and Expanded Reentry Services - Establishment,Approved by the Governor - Chapter 937,Judiciary,,Judicial Proceedings,,2024-02-07,2024-03-07T13:00:00,,2024-03-16,Favorable with Amendments,2024-03-07,Passed with Amendments,2024-03-10,Passed,2024-03-06,,,2024-04-01,Favorable with Amendments,2024-03-15,Passed with Amendments,2024-03-16,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'e5', 'Name': 'Corrections'}]","[{'Code': 'commitc', 'Name': 'Committees and Commissions'}, {'Code': 'education', 'Name': 'Education -see also- ContEd; DrvEd; HigherEd; Lit; etc.'}, {'Code': 'expungement', 'Name': 'Expungement'}, {'Code': 'gender', 'Name': 'Gender -see also- Women'}, {'Code': 'health', 'Name': 'Health -see also- COVID19; EnvHlth; MedCon; etc.'}, {'Code': 'highere', 'Name': 'Higher Education -see also- Comm Colleges; Med Schools; etc.'}, {'Code': 'housing', 'Name': 'Housing -see also- Apartments; Condos; Mobile & Manuf  Homes'}, {'Code': 'identificatio', 'Name': 'Identification -see also- Biometrics; Fingerprinting; DrLics'}, {'Code': 'legala', 'Name': 'Legal Aid'}, {'Code': 'mentalbh', 'Name': 'Mental and Behavioral Health -see also- Aut; DevDisPer; etc.'}, {'Code': 'mentors', 'Name': 'Mentors'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'prerelr', 'Name': 'Prerelease and Reentry'}, {'Code': 'prisoners', 'Name': 'Prisoners -see also- Ex-Offenders'}, {'Code': 'publicscsd', 'Name': 'Public Safety and Correctional Services, Department of'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'substaat', 'Name': 'Substance Abuse Treatment'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'suppord', 'Name': 'Support of Dependents -see also- Alimony'}, {'Code': 'telecoit', 'Name': 'Telecommunications and Information Technology'}, {'Code': 'transportatio', 'Name': 'Transportation -see also- Aircraft; Airports; Boats; etc'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- JobTrn; Leave; etc.'}]",Regular,E,,2024 Regular Session,2024-11-13T09:05:06.703
HB1044,CH0459,,Delegate Solomon,[{'Name': 'Delegate Solomon'}],Repealing the requirement that an appointing authority send a copy of the selection plan and job announcement to the Secretary of Budget and Management at least 1 week before posting a job announcement; and repealing the requirement that the appointing authority wait until after the close of a position announcement to review qualified applicants.,State Agency Workforce Policy for the 21st Century Act,Approved by the Governor - Chapter 459,Appropriations,,Finance,,2024-02-07,2024-03-07T15:00:00,,2024-03-15,Favorable with Amendments,2024-03-05,Passed with Amendments,2024-03-09,Passed,2024-03-04,2024-03-28T13:00:00,,2024-04-03,Favorable,2024-03-17,Passed,2024-03-19,Passed,Returned Passed,True,False,False,"[{'Code': 'p4', 'Name': 'State Government - Personnel'}]","[{'Code': 'adminia', 'Name': 'Administrative Agencies'}, {'Code': 'apprentices', 'Name': 'Apprentices'}, {'Code': 'budgetmd', 'Name': 'Budget and Management, Department of'}, {'Code': 'communication', 'Name': 'Communications -see also- ElecComm; Intergov; Telecom; etc.'}, {'Code': 'comptroller', 'Name': 'Comptroller'}, {'Code': 'diversei', 'Name': 'Diversity, Equity, and Inclusion'}, {'Code': 'education', 'Name': 'Education -see also- ContEd; DrvEd; HigherEd; Lit; etc.'}, {'Code': 'jobt', 'Name': 'Job Training -see also- Continuing Ed; Vocational Rehab'}, {'Code': 'names', 'Name': 'Names'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'recruih', 'Name': 'Recruitment and Hiring'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'standabp', 'Name': 'Standards and Best Practices'}, {'Code': 'statee', 'Name': 'State Employees'}, {'Code': 'studies', 'Name': 'Studies -see also- Commitees & Commissions; Reports'}, {'Code': 'treasurers', 'Name': 'Treasurers'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- JobTrn; Leave; etc.'}]",Regular,T,"[{'Article': {'Code': 'gsp', 'Title': 'State Personnel and Pensions'}, 'Sections': [{'Section': '2-203.2'}, {'Section': '4-206'}, {'Section': '7-201'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB1047,CH0262,SB0949,Delegate Bartlett,"[{'Name': 'Delegate Bartlett'}, {'Name': 'Delegate Arikan'}, {'Name': 'Delegate Simpson'}, {'Name': 'Delegate Conaway'}, {'Name': 'Delegate Williams'}]","Providing that a party in a criminal trial involving an allegation of sexually assaultive behavior may not introduce information that physical evidence of sexually assaultive behavior was obtained using certain materials; providing that selling, offering for sale, or distributing a certain self-administered sexual assault evidence collection kit is an unfair, abusive, or deceptive trade practice; establishing the Forensic Nurse Examiner Training Grant Program and the Forensic Nurse Examiner Training Grant Program Fund; etc.",Consumer Protection – Self–Administered Sexual Assault Evidence Collection Kits,Approved by the Governor - Chapter 262,Judiciary,,Judicial Proceedings,Finance,2024-02-07,2024-02-20T13:00:00,,2024-03-16,Favorable with Amendments,2024-03-08,Passed with Amendments,2024-03-10,Passed,2024-03-06,,,2024-04-06,Favorable with Amendments,2024-03-23,Passed with Amendments,2024-03-23,Passed with Amendments,Concurred,True,True,False,"[{'Code': 'i3', 'Name': 'Commercial Law - Consumer Protection'}, {'Code': 'e2', 'Name': 'Criminal Law - Procedures'}]","[{'Code': 'attorng', 'Name': 'Attorney General'}, {'Code': 'civila', 'Name': 'Civil Actions -see also- Small Claims'}, {'Code': 'consump', 'Name': 'Consumer Protection'}, {'Code': 'crimepyvsgo', 'Name': ""Crime Prev., Youth, and Victim Service, Governor's Office of""}, {'Code': 'damages', 'Name': 'Damages'}, {'Code': 'emergeb', 'Name': 'Emergency Bills'}, {'Code': 'evidence', 'Name': 'Evidence'}, {'Code': 'examinations', 'Name': 'Examinations'}, {'Code': 'fines', 'Name': 'Fines -see also- Penalties and Sentences'}, {'Code': 'forms', 'Name': 'Forms'}, {'Code': 'grants', 'Name': 'Grants'}, {'Code': 'healtho', 'Name': 'Health Occupations -see also- (specific health occupations)'}, {'Code': 'hearings', 'Name': 'Hearings'}, {'Code': 'highere', 'Name': 'Higher Education -see also- Comm Colleges; Med Schools; etc.'}, {'Code': 'jobt', 'Name': 'Job Training -see also- Continuing Ed; Vocational Rehab'}, {'Code': 'medicae', 'Name': 'Medical Examiners'}, {'Code': 'medicatd', 'Name': 'Medical Testing and Diagnosis'}, {'Code': 'minors', 'Name': 'Minors -see also- Age of Majority; Youth'}, {'Code': 'nonproo', 'Name': 'Nonprofit Organizations'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'sexualof', 'Name': 'Sexual Offenses'}, {'Code': 'trials', 'Name': 'Trials'}, {'Code': 'unfairtp', 'Name': 'Unfair Trade Practices'}, {'Code': 'victims', 'Name': 'Victims -see also- Criminal Injuries Compensation'}, {'Code': 'vulnera', 'Name': 'Vulnerable Adults -see also- DevDisPers; EldPers; PhysDisPer'}, {'Code': 'waivers', 'Name': 'Waivers'}, {'Code': 'warranties', 'Name': 'Warranties'}]",Regular,E,"[{'Article': {'Code': 'gcj', 'Title': 'Courts and Judicial Proceedings'}, 'Sections': [{'Section': '10-925'}]}, {'Article': {'Code': 'gcl', 'Title': 'Commercial Law'}, 'Sections': [{'Section': '13-301'}, {'Section': '14-4601 through 14-4604'}]}, {'Article': {'Code': 'gcp', 'Title': 'Criminal Procedure'}, 'Sections': [{'Section': '11-926'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
