YearAndSession,BillNumber,Title,Synopsis,bill_summary,programmatic,program_start_year,program_end_year,funding,responsible_party,stakeholders,innovative_summary,innovative_score,child_poverty_direct_summary,child_poverty_direct_score
2024 Regular Session,HB0520,State Real Estate Commission - Complaints - Advertising Violations,Providing that a complaint filed with the State Real Estate Commission alleging an advertising violation may be made anonymously but must be accompanied by documentary or other evidence.,"This bill allows complaints filed with the Maryland State Real Estate Commission regarding advertising violations to be made anonymously, provided they are accompanied by evidence, and modifies procedures for handling such complaints.",True,2024,0,0.0,Maryland State Real Estate Commission,Real estate professionals and consumers in Maryland,"The bill employs a new approach by allowing anonymous complaints with required evidence, which could encourage more reporting of violations.",4,The bill has minimal direct impact on child poverty as it addresses complaint procedures for advertising violations.,1
2024 Regular Session,HB0522,"Public Schools - Student Telehealth Appointments - State Guidelines, Policies, and Access","Requiring, by December 31, 2024, the State Department of Education and the Maryland Department of Health jointly to adopt certain State guidelines for school health services regarding student access to telehealth appointments during the school day on the premises of public middle and high schools in the State; and requiring each county board of education to adopt and implement a certain student telehealth policy before the start of the 2025-2026 school year.","The bill mandates the Maryland Department of Education and the Department of Health to jointly develop guidelines for implementing student access to telehealth services in middle and high schools. It requires each school to designate private spaces for telehealth appointments and to establish policies facilitating access and privacy, with implementation starting before the 2025-2026 school year.",True,2024,0,0.0,Maryland Department of Education and Maryland Department of Health,"Public middle and high school students in Maryland, school personnel, healthcare providers, parents, and communities","The program introduces a structured approach to integrating telehealth services into public schools, including developing state guidelines, designated private spaces, and policies to enhance access and privacy, leveraging telecommunication technology.",4,"The program has high potential to improve access to health services for students, which can reduce health disparities and impact child poverty positively.",4
2024 Regular Session,HB0528,Orphans' Court Judges - Restriction on Practicing Law,"Altering a prohibition on judges of the orphans' court acting as attorneys to prohibit a judge of the orphans' court from acting as an attorney in matters related to the administration of an estate or a guardianship of a minor within the jurisdiction of the court in any county or Baltimore City, or the preparation of an estate plan or estate planning documents that might come within the jurisdiction of the court in any county or Baltimore City following the death of any individual.",This bill restricts orphans' court judges in Maryland from acting as attorneys in matters related to estate administration or guardianship of minors within their jurisdiction.,False,2024,2024,0.0,Maryland Judiciary or the Office of the Chief Judge of the Maryland Court of Appeals,"Judges of the orphans' court in Maryland, estate and guardianship parties, and related legal professionals",The bill focuses on legal restrictions for judges to prevent conflicts of interest without employing new technologies or approaches.,1,The bill does not directly impact child poverty but may improve the integrity of guardianship proceedings affecting minors.,1
2024 Regular Session,HB0531,Correctional Services – Parole Supervision Fees and Drug and Alcohol Abuse Test Payment – Repeal,Repealing the requirement for the Maryland Parole Commission to assess a fee against an individual on parole and supervised by the Division of Parole and Probation under certain circumstances; and repealing  authorization for the Division of Parole and Probation to require a supervisee of the Division who is on parole to pay for certain drug or alcohol abuse testing under certain circumstances.,The bill repeals the requirement for the Maryland Parole Commission to assess supervision fees against individuals on parole and the authorization for the Division of Parole and Probation to require payment for drug and alcohol testing.,False,2024,2024,0.0,Division of Parole and Probation,"Individuals on parole and their families, parole supervision agencies, and the criminal justice system",The bill mainly changes legal requirements and does not establish new services or use new technologies; it removes existing fees and testing costs from parole supervision.,1,"The bill's impact on child poverty is likely minimal as it primarily deletes certain fees imposed on parolees, which may indirectly benefit parolees' families but does not create targeted programs to reduce child poverty.",2
2024 Regular Session,HB0534,Community Development Administration - Live Near Your School Program - Extension,"Extending the termination date for the Live Near Your School program and a related homebuyer program from September 30, 2024, to September 30, 2030.","The bill extends the Live Near Your School program, a community development initiative providing grants to help students and recent graduates buy homes near their educational institutions, and allocates $200,000 annually from 2026 to 2030 for this program.",True,2026,2030,1000000.0,Community Development Administration,"Students, recent graduates, families, and communities near schools in Maryland","The program employs a targeted approach using grants and financial assistance to support students and graduates in home buying near educational institutions, which is an innovative method to encourage community development and educational retention.",3,The program has a moderate potential to impact child poverty by supporting families of limited income in affordable homeownership near schools.,3
2024 Regular Session,HB0538,Land Use – Affordable Housing – Zoning Density and Permitting (Housing Expansion and Affordability Act of 2024),Establishing the Historic Property Revitalization Director as a position in the Department of Housing and Community Development; prohibiting a local legislative body from prohibiting the placement of certain manufactured homes or modular dwellings in a zoning district that allows single-family residential uses under certain circumstances; requiring local jurisdictions to allow an increase in density of certain qualified projects in certain districts or zones for certain properties; etc.,"The bill establishes a Historic Property Revitalization Director within the Department of Housing and Community Development, and implements new rules allowing increased density and easing restrictions for affordable housing projects, especially those on former government-owned sites, near rail stations, or involving middle housing types. It also prohibits certain restrictions on manufactured homes and modular dwellings in single-family zones and modifies review processes for affordable housing.",True,2025,2039,0.0,Department of Housing and Community Development,"Affordable housing developers, local governments, residents seeking affordable housing, and communities near former government sites or rail stations.","The bill incorporates innovative zoning approaches by increasing allowable densities, requiring public health impact assessments for certain projects, and streamlining review processes to promote affordable housing development.",4,The bill has a high potential to impact child poverty by facilitating the development of affordable housing options.,4
2024 Regular Session,HB0539,Public Institutions of Higher Education - Student Withdrawal Policy - Reimbursement of Tuition and Fees (Cameron Carden Act of 2024),Requiring each public institution of higher education to adopt a policy to authorize a student to withdraw from the institution under extenuating circumstances and to refund the student for tuition and fees paid by the student for a certain semester under certain circumstances.,"The bill requires public higher education institutions in Maryland to adopt policies allowing students to withdraw due to extenuating circumstances such as illness, injury, hospitalization, or mental health issues, and mandates refunds for tuition and fees paid for the affected semester.",True,2024,0,0.0,Public institutions of higher education in Maryland,Students at public colleges and universities in Maryland,"The bill introduces a policy change to allow withdrawals with refunds under specific extenuating circumstances, which is a policy update rather than an entirely new program or innovative approach.",2,The program could potentially reduce child poverty by alleviating financial and educational disruptions for students facing health issues.,3
2024 Regular Session,HB0541,Anne Arundel County - Student Loan Assistance Repayment Program for Educators - Established,"Establishing the Anne Arundel County Student Loan Assistance Repayment Program for Educators to assist in the repayment of certain student loans owed by educators who meet certain eligibility requirements; providing that the purpose of the Program is to attract, recruit, and retain a diverse cadre of qualified educators in the County's schools that is reflective of the student population; establishing requirements for applicants for assistance in the repayment of a commercial loan; etc.","The bill establishes the Anne Arundel County Student Loan Assistance Repayment Program for Educators, which helps eligible educators in Anne Arundel County pay off their student loans.",True,2024,0,0.0,Anne Arundel County Public School System,Educators employed by the Anne Arundel County Public School System,"The program implements a targeted loan repayment initiative to attract and retain qualified teachers, which is a common approach but tailored to local needs.",2,"The program could directly impact child poverty by ensuring stable employment of qualified educators, potentially improving education quality.",3
2024 Regular Session,HB0542,Department of Human Services - Children in Foster Care - Luggage,"Requiring the Department of Human Services to establish and maintain a decentralized supply of new luggage to be used to transport the personal belongings of a child in foster care; requiring the Department to provide new luggage to a child in foster care who is entering foster care, moving from one placement to another, or exiting foster care; prohibiting the Department from using disposable bags or trash bags to transport a child's belongings; and requiring the Department to maintain certain records.","The bill requires the Maryland Department of Human Services to provide new, unused luggage to children in foster care, instead of disposable or trash bags, when transporting their personal belongings during placement changes. It also mandates record-keeping and annual reporting on the use of disposable bags.",True,2024,0,0.0,Department of Human Services,Children in foster care in Maryland,"The program introduces a new approach to transporting belongings of foster children by providing new luggage and banning disposable bags, emphasizing dignity and proper care.",3,"The program may improve the well-being and stability of foster children, which can contribute to poverty alleviation indirectly.",2
2024 Regular Session,HB0544,"Criminal Law - Sexual Extortion, Stalking, and Revenge Porn - Statute of Limitations and In Banc Review","Altering the statute of limitations applicable to the crime of sexual extortion to be 5 years; altering the statute of limitations applicable to the crime of stalking to be 10 years; providing that the State may institute a prosecution for revenge porn at any time; and providing that, for purposes of the Maryland Constitution, a person who commits revenge porn shall be deemed to have committed a misdemeanor whose punishment is confinement in the penitentiary and may reserve a point or question for a certain in banc review.","The bill amends Maryland criminal statutes to alter the statutes of limitations for crimes of sexual extortion and stalking, making them punishable as misdemeanors with potential confinement in the penitentiary, and removes time limits for prosecuting revenge porn. It defines new terms and increases penalties for related offenses.",True,2024,2024,0.0,Maryland State Department of Public Safety and Correctional Services,"Victims of sexual extortion, stalking, and revenge porn; general public; law enforcement agencies","The bill introduces new definitions, penalties, and procedures for prosecuting crimes related to sexual extortion, stalking, and revenge porn, including measures to restrict access to court records for these cases.",3,The bill is not focused on direct measures to reduce child poverty.,1
2024 Regular Session,HB0545,Janet L. Hoffman Loan Assistance Repayment Program - Nancy Grasmick Public School Professional Award - Public School Nurses,"Expanding the Nancy Grasmick Public School Professional Award within the Janet L. Hoffman Loan Assistance Repayment Program to include public school nurses who are licensed as registered nurses, provide health services in public schools, and are employed by a county school system or a local health department to provide health services through an agreement with a county board.",The bill expands the Janet L. Hoffman Loan Assistance Repayment Program to include loan repayment assistance for public school nurses and provides funding activities to recruit and retain nurses working in public schools in Maryland.,True,2024,9999,0.0,"Office of Student Financial Assistance, Maryland Department of Higher Education","Public school nurses, public school students, public schools in Maryland","The program employs loan repayment assistance as a strategy to attract and retain public school nurses, with targeted outreach and inclusion in a broader loan forgiveness initiative.",3,The program can help improve school health services and support low-income communities by maintaining a stable nursing workforce in underserved schools.,3
2024 Regular Session,HB0548,Task Force on Responsible Use of Natural Psychedelic Substances,"Establishing the Task Force on Responsible Use of Natural Psychedelic Substances to study existing laws, scientific data, and practices related to the use of natural psychedelic substances; requiring the Task Force to make recommendations regarding any changes to State law, policies, and practices needed to create a program that enables broad, equitable, and affordable access to psychedelic substances; and requiring the Task Force to report its findings to the Governor and the General Assembly on or before July 31, 2025.","The bill establishes a Task Force on Responsible Use of Natural Psychedelic Substances to study existing laws and practices, and to make recommendations on creating a Maryland program for responsible access, education, production, sale, and treatment involving natural psychedelic substances.",True,2024,2026,0.0,"Maryland Cannabis Administration for staffing, and the Maryland state government for overseeing the programs and recommendations.","Potential users of natural psychedelic substances, health care practitioners, policymakers, law enforcement, communities, and indigenous groups involved in spiritual use.","The program employs a comprehensive, research-based approach to establish a regulated framework for natural psychedelic substances, including education, licensing, production, sale, and legal transition strategies.",4,"Moderate, as the program may indirectly impact social determinants of health and access to treatment.",3
2024 Regular Session,HB0552,Vehicle Laws - Automated Enforcement Citations and Notices - Mailing Addresses,"Requiring that citations and notices issued as a result of automated enforcement under the Maryland Vehicle Law be sent to the current mailing address on file with the Administration or if a mailing address is not available, the current residential address on file with the Administration.","The bill mandates that all automated enforcement citations and notices for traffic violations issued in Maryland be sent to the current mailing address on file with the Maryland Vehicle Administration, including the registered owner's address or, if unavailable, the residential address.",False,2024,2024,0.0,Maryland Vehicle Administration and law enforcement agencies,Vehicle owners in Maryland subject to automated traffic enforcement citations,"The bill primarily standardizes and clarifies mailing procedures for traffic citations, without employing new technologies or approaches.",1,The bill does not have a direct or significant impact on child poverty.,1
2024 Regular Session,HB0557,Sales and Use Tax Exemption - Aircraft Parts and Equipment - Repeal of Reporting Requirement and Extension of Sunset,"Repealing a certain reporting requirement relating to an exemption from the sales and use tax for certain materials, parts, and equipment used to repair, maintain, or upgrade aircraft or certain aircraft systems; and extending the termination date of the exemption to June 30, 2030.","This bill extends the sunset date for the sales and use tax exemption on materials, parts, and equipment used for repairing, maintaining, or upgrading aircraft and aircraft systems, which was originally set to end in 2025, now to end in 2030.",False,2020,2030,0.0,Maryland State Comptroller's Office or Maryland Department of Revenue,"Aircraft repair industry, aviation businesses, aviation technicians, and the general public using or benefiting from aircraft maintenance services in Maryland.","The program involves a tax exemption extension without introducing new technologies or approaches, mainly a renewal of an existing tax policy.",1,The bill has low direct impact on child poverty since it primarily involves tax policy extension for the aviation industry.,1
2024 Regular Session,HB0561,Tree Expert Licenses - Application and Renewal Fee Alterations and Insurance Requirements,"Specifying the maximum amounts of fees for a tree expert license established by the Department of Natural Resources by regulation; authorizing the Department to permanently revoke or temporarily suspend a tree expert license if the license holder fails to maintain liability, property, or workers' compensation insurance in a certain manner; and requiring the Department to prepare an annual report on the number of licenses issued and certain receipts and expenses and submit the report to the General Assembly by November 1 each year.","The bill establishes licensing, insurance, and fee regulations for tree experts and their businesses in Maryland. It requires licensed tree experts to carry proof of workers' compensation and liability insurance, and provides for license renewal, training, and disciplinary actions, including suspension or revocation.",False,2024,0,0.0,Department of Natural Resources,"Tree experts, licensed tree care businesses, and consumers of tree care services in Maryland.",The program employs standard regulatory approaches for licensing and insurance requirements without introducing entirely new technologies or innovative methods.,2,The bill has little to no direct impact on child poverty.,1
2024 Regular Session,HB0562,Special Chesapeake Bay and Coastal Sport Fishing License - Nonresidents - License Fee,Increasing the license fee for a special Chesapeake Bay and coastal sport fishing license for nonresident license applicants from $50 to $100.,"This bill increases the fee for the special Chesapeake Bay and coastal sport fishing license for nonresidents from $50 to $100, effective October 1, 2024, and outlines related licensing provisions.",False,2024,2024,0.0,Maryland Department of Natural Resources,"Nonresident sport fishers, boat owners, and the general public interested in fishing in Chesapeake Bay and coastal waters",The bill primarily modifies license fees and rules; it does not introduce new technologies or innovative approaches.,1,The bill has minimal direct impact on child poverty.,1
2024 Regular Session,HB0565,Correctional Services - Investigation of Suspected Homicide - Reporting,"Requiring the Department of State Police to investigate any death of an incarcerated individual suspected to be a homicide that occurs while the individual is in the custody of the Division of Correction whether within or outside a correctional facility; and requiring the Department, by December 31 each year, to report to the Governor and the General Assembly the number of investigations completed and the number of cases referred by the Department for prosecution for the preceding calendar year.","This bill establishes the Maryland Deaths in Custody Oversight Board to review and analyze deaths of incarcerated individuals, requiring investigations, reviews, and reporting to improve correctional facility practices and prevent future deaths.",True,2024,0,0.0,"Governor’s Office of Crime Prevention, Youth, and Victim Services","Incarcerated individuals, their families, correctional facilities, justice reform organizations","The bill creates a dedicated oversight board with clinical and administrative review processes for deaths in custody, integrating multiple review layers and public reporting.",4,"High potential to impact child poverty by improving incarcerated individuals' health and safety, potentially reducing recidivism and aiding families.",4
2024 Regular Session,HB0567,Maryland Online Data Privacy Act of 2024,"Establishing generally the manner in which a controller or a processor may process a consumer's personal data; authorizing a consumer to exercise certain rights in regards to the consumer's personal data; requiring a controller of personal data to establish a method for a consumer to exercise certain rights in regards to the consumer's personal data; making a violation of the Act an unfair, abusive, or deceptive trade practice that is subject to enforcement and penalties under the Maryland Consumer Protection Act; etc.","The Maryland Online Data Privacy Act of 2024 establishes regulations for how businesses in Maryland process consumer personal data, grants consumers rights over their data, and sets requirements for data security and transparency.",True,2025,2026,0.0,Maryland Division of Consumer Protection or equivalent agency,"Consumers in Maryland, data controllers, and processors interested in online data privacy","The bill employs comprehensive data rights for consumers, requiring data protection assessments and transparent practices, representing a significant advancement in data privacy regulation.",4,The bill has limited direct impact on child poverty as it primarily regulates data privacy practices.,2
2024 Regular Session,HB0569,Higher Education - Credit Eligibility and Transfer of Credits - English as a Second Language Courses (Credit for All Language Learning (CALL) Act),Requiring a public community college to consider a course or program for English as a second language or English language learner as eligible for world language or humanities credit toward an associate's degree if the course is not classified as remedial; requiring the transferability of world language credits earned by students who transfer from community colleges to institutions of higher education; and requiring institutions of higher education to review and consider the transfer of certain credits for language or humanities courses.,"The bill requires Maryland public community colleges to consider English as a Second Language (ESL) courses as eligible for credit towards an associate's degree, and mandates that credits for language and humanities courses transfer freely between community colleges and other higher education institutions. It also aims to streamline credit transfer and increase recognition of ESL courses in degree pathways.",False,2024,2024,0.0,Maryland Higher Education Commission and public community colleges,"Students, especially English language learners and community college students","The bill introduces a streamlined credit transfer process and recognizes ESL courses for credit, promoting equitable access and progressive learning pathways in higher education.",3,The bill has a moderate potential to reduce child poverty by improving access to higher education for ESL students and facilitating degree completion.,3
2024 Regular Session,HB0571,Family and Medical Leave Insurance Program - Modifications,"Modifying provisions of law governing application, administration, and enforcement of the Family and Medical Leave Insurance Program, including provisions related to the payment of contributions, the calculation of the average weekly wage, the submission of claims for benefits, the application of the Program to self-employed individuals, the Family and Medical Leave Insurance Fund, the satisfaction of Program requirements through private employer plans or insurance, and the use of contributions or other funding.","The bill modifies the Maryland Family and Medical Leave Insurance Program, including its application process, benefit calculations, funding, employer contributions, and the inclusion of self-employed individuals, to improve administration, extend coverage, and clarify rules.",True,2025,2030,0.0,Maryland Department of Labor,"Employees, self-employed individuals, employers, families, and service members in Maryland","The program employs technology for electronic claims and filings, integrates information sharing, and allows community partnership grants, making it an innovative approach to public leave programs.",4,"The program has high potential to reduce child poverty by supporting families through paid leave, particularly during early childhood and family placements.",4
2024 Regular Session,HB0573,Citizens Committee for the Enhancement of Communities Surrounding Baltimore-Washington International Thurgood Marshall Airport - Membership,Altering the membership of the Citizens Committee for the Enhancement of Communities Surrounding Baltimore-Washington International Thurgood Marshall Airport by increasing the total number of members from 11 to 12 and requiring the Committee to include one member each from legislative districts 12A and 12B instead of one member from legislative district 12.,"The bill modifies the membership composition of the Citizens Committee for the Enhancement of Communities Surrounding Baltimore–Washington International Thurgood Marshall Airport, including increasing total members to 12 and adjusting appointment recommendations.",False,2024,0,0.0,Secretary of Transportation of Maryland,"Community associations in districts 12, 12A, 12B, 13, and 32 near BWI Airport, particularly those within or near the noise zone",The bill is mainly a rule change to the committee structure and does not introduce new technologies or approaches.,1,The bill does not directly address child poverty or include programs aimed at poverty reduction.,1
2024 Regular Session,HB0575,Criminal Procedure - Victim Compensation - Alterations (Victim Compensation Reform Act of 2024),"Altering the composition of the Criminal Injuries Compensation Board; altering certain duties, powers, and procedures for the Board to make awards to victims of crime; altering the powers and duties of certain employees; altering the amount and types of awards the Board is authorized to make to certain victims of crime; authorizing reconsideration and judicial review of decisions of the Board; authorizing the Governor to include certain funding in the annual budget bill for the Criminal Injuries Compensation Fund; etc.","The bill enhances the Maryland Victim Compensation program by increasing eligibility, adjusting award limits, streamlining claim processes, and establishing a dedicated Criminal Injuries Compensation Fund to support victims of crimes.",True,2025,0,0.0,"Governor’s Office of Crime Prevention, Youth, and Victim Services",Victims of crime and their dependents in Maryland,"The bill introduces a comprehensive, modernized approach to victim compensation, including online applications and potential digital improvements, and enhances confidentiality protections.",3,The bill could have a positive impact on child poverty by providing financial and psychological support to victims and their families.,4
2024 Regular Session,HB0576,Mental Health - Assisted Outpatient Treatment Programs,"Authorizing each county to establish an assisted outpatient treatment program by July 1, 2026; requiring the Maryland Department of Health to establish an assisted outpatient treatment program in a county that does not opt to establish the program by July 1, 2026; requiring the Office of the Public Defender to provide representation in assisted outpatient treatment proceedings; etc.","The bill establishes assisted outpatient treatment programs for individuals with serious mental illness, allowing court-ordered outpatient treatment and defining procedures for emergency evaluations, involuntary admissions, and program operations in Maryland.",True,2024,2030,0.0,Maryland Department of Health,"Individuals with severe mental illness, mental health care providers, legal system, and affected families","The program introduces court-ordered outpatient treatment, using multidisciplinary care teams, new legal procedures, and annual reporting to improve care adherence and outcomes.",4,"The bill has potential to reduce child poverty by improving mental health treatment for individuals with severe mental illness, which can stabilize families and reduce homelessness and homelessness-related hardships.",3
2024 Regular Session,HB0577,Housing and Community Development - Study on the Establishment of a Homeless Shelter Licensing Program,"Establishing the Study on the Establishment of a Homeless Shelter Licensing Program in the Department of Housing and Community Development; requiring the Study to review current habitability and admissions standards of homeless shelters in the State; and requiring the Study to report to a certain Assistant Secretary in the Department and certain committees in the General Assembly by July 1, 2025, its recommendations on habitability and admission standards and a plan to establish a program in the Department to license homeless shelters.","The bill establishes a study and a licensing program for homeless shelters in Maryland, including standards for operation and building safety, and authorizes the Department of Housing and Community Development to oversee the program.",True,2024,2025,0.0,Department of Housing and Community Development,Homeless individuals and shelter operators in Maryland,The program employs a structured licensing and standards approach that combines operational and building standards to improve shelter quality and safety.,3,"The program has potential to improve shelter conditions and access, which can directly impact child poverty.",3
2024 Regular Session,HB0580,Time to Serve Act of 2024,"Increasing, from 15 to 30, the maximum number of days of disaster service leave for employees in the Executive Branch of State government; and increasing, from 15 to 30, the maximum number of days of paid leave the Secretary of Budget and Management may provide for uniformed services training or active uniformed services duty in a reserve unit of the armed forces or organized militia.","The bill increases the maximum number of days of disaster service leave for employees in the Maryland State government and allows employees in the executive branch to use more days for uniformed services duty or training. It also clarifies the leave policies related to jury service, attorney events, and other emergencies.",False,2024,2024,0.0,Maryland Department of Budget and Management,"State employees, including those in the executive branch, civil volunteers, and uniformed service members in Maryland","The bill employs an expanded leave policy for disaster and military service, with increased flexibility and days, but does not involve new technology or innovative approaches.",2,"The bill does not directly address child poverty, but by supporting state employees and volunteers, it may contribute indirectly to community stability.",1
2024 Regular Session,HB0581,"State Government - Permits, Licenses, and Certificates - Processing (Transparent Government Act of 2024)","Requiring each principal department and independent unit to create a  catalog of information relating to permits, licenses, and certificates issued by the department or independent unit and to submit the catalog to the Governor on or before October 1, 2024; requiring each department and independent unit to post certain completed information relating to permits, licenses, and certificates on the website of each department or independent unit by October 1, 2025; and establishing the Government Efficiency Commission.","The bill establishes a requirement for Maryland's state departments and independent units to create catalogs of permits, licenses, and certificates they issue, detailing their processes, timelines, fees, and other relevant information. It also creates the Government Efficiency Commission to monitor and recommend improvements for the efficiency of permit processing.",True,2024,0,0.0,"Maryland State Government (Departments and Independent Units), Office of the Governor, and the Government Efficiency Commission","Businesses, individuals, and organizations applying for permits, licenses, or certificates in Maryland","The bill employs a systematic approach to transparency and efficiency by requiring detailed public catalogs and establishing a commission to monitor and recommend improvements, integrating transparency with performance oversight.",4,"The program has potential to positively impact child poverty by streamlining government processes, reducing administrative barriers, and improving service delivery to families and communities.",3
2024 Regular Session,HB0582,Economic Development - Entrepreneurial Innovation Programs - Establishment (Pava LaPere Legacy of Innovation Act of 2024),Establishing the Pava LaPere Innovation Acceleration Grant Program in the Maryland Technology Development Corporation to provide grants to technology-based start-up companies founded by students from institutions located in the Baltimore-Columbia-Towson Metropolitan Statistical Area; establishing the Baltimore Innovation Initiative Pilot Program within the Maryland Innovation Initiative of the Corporation; requiring certain appropriations for the programs to be included in the annual budget bill in certain fiscal years; etc.,"The bill establishes two new entrepreneurial programs in Maryland. The Pava LaPere Innovation Acceleration Grant Program provides grants to early-stage technology startups founded by students or faculty in the Baltimore area, with grants of $50,000 each. The Baltimore Innovation Initiative Pilot Program offers incentives and funding to support the creation and growth of technology startups tied to eligible universities in the Baltimore region, with funding of $1.5 million for 2025 and 2026.",True,2024,2027,3000000.0,Maryland Technology Development Corporation and the Maryland Department of Commerce,"Technology startup founders, students and faculty at Baltimore-area universities, industry partners in the Baltimore region, local economies","The programs employ targeted grants, university-industry collaboration, and focus on high-growth tech sectors with an emphasis on artificial intelligence and biotech, representing a modern approach to fostering regional innovation ecosystems.",4,The programs could have a moderate impact on child poverty by fostering economic growth and new job opportunities in the Baltimore region.,3
2024 Regular Session,HB0583,Center for Firearm Violence Prevention and Intervention - Establishment,"Establishing the Center for Firearm Violence Prevention and Intervention in the Maryland Department of Health to reduce firearm violence, harm from firearm violence, and misuse of firearms in the State by partnering with federal, State, and local agencies and affected communities to implement a public health approach to firearm violence reduction; requiring the Center to submit to the Governor and the General Assembly by May 1, 2025, a preliminary State Plan for a Public Health Approach to Reducing Firearm Violence; etc.","This bill establishes the Maryland Center for Firearm Violence Prevention and Intervention within the Department of Health. The center's goal is to reduce firearm violence and misuse by adopting a public health approach, collaborating with various agencies, experts, and communities, and developing strategic plans and programs.",True,2025,2099,0.0,Maryland Department of Health,"Affected communities, public health professionals, law enforcement, and organizations involved in violence prevention","The bill promotes a public health approach to firearm violence prevention, including strategic planning, training, community engagement, and data sharing, employing a comprehensive, multi-sectoral strategy.",4,The program has potential to directly impact child poverty by reducing firearm violence that can disproportionately affect children and communities in poverty.,4
2024 Regular Session,HB0584,Workers' Compensation - Occupational Disease Presumptions - First Responders (Caring for Public Employees in the Safety Professions - CAPES Act),"Providing that certain firefighters, fire fighting instructors, rescue squad members, advanced life support unit members, and members of the Office of the State Fire Marshal who have thyroid, colon, or ovarian cancer are presumed, under certain circumstances, to have an occupational disease that was suffered in the line of duty and is compensable under workers' compensation law.","The bill provides occupational disease presumptions for first responders and certain law enforcement officers, including cancer and certain other diseases, making it easier for them to receive workers' compensation if they meet specific conditions.",True,2024,2024,0.0,Maryland Department of Labor or relevant workers' compensation authority,"First responders, law enforcement officers, firefighters, rescue squad members, and related public safety personnel in Maryland","The bill employs presumptions to streamline workers' compensation claims for occupational diseases among first responders, which is a notable approach but not employing new technologies.",3,The bill indirectly supports public safety workers but has limited direct impact on child poverty.,2
2024 Regular Session,HB0585,Protecting Election Officials Act of 2024,"Prohibiting a person from knowingly and willfully making a threat to harm an election official or an immediate family member of an election official because of the election official's role in administering the election process; and establishing that a person who violates the Act is guilty of a misdemeanor and on conviction is subject to imprisonment not exceeding 3 years or a fine not exceeding $2,500 or both.","The bill criminalizes making threats to harm election officials or their immediate family members in Maryland, with penalties of up to 3 years in prison or a fine, to protect election officials and ensure the security of election processes.",False,2024,2024,0.0,Maryland State Government / Maryland State Police or relevant law enforcement agency,Election officials and their immediate family members in Maryland,"The bill employs standard legal measures to enhance security for election officials by criminalizing threats, without employing new technologies or approaches.",1,The bill does not directly impact child poverty.,1
2024 Regular Session,HB0586,"Frederick County - Alcoholic Beverages - Weinberg Center/New Spires Arts Stages Beer, Wine, and Liquor License","Altering the Class C (Weinberg Center) beer, wine, and liquor license in Frederick County to be the Class C (Weinberg Center/New Spires Arts Stages) beer, wine, and liquor license; expanding the licensed premises to include the New Spires Arts Stages; altering the officials who may sign a certain license application; authorizing the license holder to sell beer, wine, and liquor at an event held by an outside group that has rented the Weinberg Arts Center or the New Spires Arts Stages; etc.","The bill modifies the alcoholic beverage licensing rules for the Weinberg Center and New Spires Arts Stages in Frederick County, Maryland, allowing the license to include more facilities, expand permission for sale and consumption, and authorize sales at rented events, with an annual fee of $325 starting July 1, 2024.",False,2024,2024,325.0,Frederick County Alcoholic Beverages Board,"Visitors and attendees of events at the Weinberg Center and New Spires Arts Stages in Frederick County, Maryland",This bill mainly updates licensing rules and expands the scope of existing licenses; it does not employ new technologies or innovative approaches.,1,The bill has little to no direct impact on child poverty.,1
2024 Regular Session,HB0587,"Frederick County - Alcoholic Beverages - Manufacturer's Limited Beer, Wine, and Liquor Permit","Establishing a manufacturer's limited beer, wine, and liquor permit in Frederick County; authorizing the Board of License Commissioners for Frederick County to issue a permit to holders of certain manufacturer's licenses; establishing that the permit authorizes the holder to allow a licensed caterer or other contracted party to provide sealed beer, wine, and liquor products not manufactured by the holder during private events for on-premises consumption; and requiring the Board to adopt certain regulations.","The bill establishes a new manufacturer’s limited permit in Frederick County allowing license holders to conduct private events where sealed beer, wine, and liquor from other licensed providers can be served for on-premises consumption during private events, with certain restrictions and regulations.",True,2024,2024,0.0,Board of License Commissioners for Frederick County,"Licensed alcohol manufacturers, private event organizers, and consumers in Frederick County","The program introduces a new permit allowing licensed manufacturers to host private events with externally supplied sealed alcohol, creating a novel way to offer products at private gatherings.",3,The bill is not directly aimed at reducing child poverty but may have indirect effects through economic activity in the county.,1
2024 Regular Session,HB0588,Frederick County - Alcoholic Beverages - Municipal Golf Course License,Authorizing the Frederick County Board of License Commissioners to issue a municipal golf course license to an official of the City of Frederick designated by the Mayor of the City of Frederick; and authorizing the Board to transfer the license to a different city official designated by the Mayor under certain circumstances.,"This bill authorizes the Frederick County Board of License Commissioners to issue a special alcohol license for municipal golf courses, allowing the sale of alcohol for on-site consumption, and permits the transfer of this license to designated city officials.",False,2024,2024,600.0,Frederick County Board of License Commissioners,"Golf course operators, municipal officials, and visitors to municipal golf courses in Frederick County","The bill introduces a specialized alcohol license for municipal golf courses, allowing for alcohol sales at these venues, which is a tailored approach for recreational settings.",2,The bill is unlikely to have a direct impact on child poverty.,1
