YearAndSession,BillNumber,Title,Synopsis,bill_summary,programmatic,program_start_year,program_end_year,funding,responsible_party,stakeholders,innovative_summary,innovative_score,child_poverty_direct_summary,child_poverty_direct_score
2023 Regular Session,HB0816,Procurement - Minority Business Enterprises and Veteran-Owned Small Business Enterprises - Participation Goal Scorecard,"Requiring the Governor's Office of Small, Minority, and Women Business Affairs to develop a scorecard to evaluate units of State government on the units' performance toward meeting certain participation goals under the Minority Business Enterprise Program and the Veteran-Owned Small Business Enterprise Program; establishing a certain grading scale for the scorecard; and requiring grades achieved by each unit to be published each year on the Office's website.","The bill requires the Maryland Governor's Office of Small, Minority, and Women Business Affairs to create a scorecard to evaluate state government units on their performance in meeting specific participation goals for Minority Business Enterprises and Veteran-Owned Small Business Enterprises. The scorecard assigns grades based on achievement levels and will be included in annual reports and published on the Office's website.",True,2023,0,0.0,"Governor’s Office of Small, Minority, and Women Business Affairs","State government units, minority businesses, veteran-owned small businesses","The program introduces a new grading scorecard to evaluate and publicly report the performance of government units in minority and veteran business enterprise participation, adding transparency and accountability.",3,"The bill indirectly supports minority and veteran small businesses, which could help reduce child poverty by promoting economic opportunities within underserved communities.",2
2023 Regular Session,HB0817,State Government - Regulation Procedures and the Maryland Register,"Requiring the Division of State Documents to make at least the 15 most recent issues of the Maryland Register available to the public for online searching; altering the requirements for a unit of State government to submit certain proposed or emergency regulations, work plans, and evaluation reports to the Joint Committee on Administrative, Executive, and Legislative Review, the Department of Legislative Services, and the Administrator of the Division of State Documents; etc.","The bill modifies the procedures for submitting, reviewing, and publishing regulations by Maryland state agencies, including the development of an electronic filing system for regulation submissions and tracking.",False,2023,2023,0.0,Department of Legislative Services and Department of Information Technology,"Maryland state government agencies, Joint Committee on Administrative, Executive, and Legislative Review, Department of Legislative Services, Division of State Documents, and the public interested in regulations","The bill introduces a new electronic filing system for regulation submissions, tracking, and publication, which enhances transparency and efficiency in government regulatory processes.",4,The bill has limited direct impact on child poverty as it focuses on regulatory procedures and technological improvements.,1
2023 Regular Session,HB0824,"Public Safety - Regulated Firearms - Possession and Permits to Carry, Wear, and Transport a Handgun","Altering the penalty for a violation of the prohibition on wearing, carrying, or transporting a handgun; requiring the State Commission on Criminal Sentencing Policy to annually report certain information to the Governor and General Assembly; requiring the Department of State Police to transmit a certain summary of certain laws relating to firearms to certain persons; requiring the Secretary of State Police, in consultation with the Attorney General and the Maryland Department of Health, to develop a certain curriculum; etc.","The bill updates Maryland's firearms laws by changing penalties, reporting requirements, firearm storage and safety education initiatives, and regulations around permits and disqualifiers for firearm possession.",True,2023,2026,0.0,Maryland Department of State Police and Maryland Department of Health,"Mary Maryland residents, firearm owners, youth, law enforcement, health professionals, and families","The bill includes comprehensive firearm safety education, a youth suicide prevention guide, and regular reporting and review processes, employing technology and inter-agency collaboration.",4,"The initiatives aim to promote safe storage and mental health awareness, which can help reduce youth firearm injuries and suicides, thus potentially lowering child poverty impacts.",3
2023 Regular Session,HB0825,Town of Forest Heights (Prince George's County) - Urban Renewal Authority for Blight Clearance PG 410-23,"Granting the Town of Forest Heights in Prince George's County the authority to exercise urban renewal powers in areas zoned for commercial use for blight clearance and redevelopment under Article III, Section 61 of the Maryland Constitution; and authorizing the municipality to levy certain taxes and issue general obligation bonds and revenue bonds to carry out urban renewal powers.","This bill authorizes the Town of Forest Heights in Prince George's County to exercise urban renewal powers to clear blighted areas and undertake redevelopment projects, including the ability to issue bonds and levy taxes for these purposes.",True,2023,2033,0.0,Town of Forest Heights in Prince George's County,"Residents and property owners in blighted areas of Forest Heights, Prince George's County",The bill employs established urban renewal strategies including bonding and tax powers; it does not introduce new technologies or approaches.,2,"The program has potential to impact child poverty by reducing blight and promoting redevelopment in affected neighborhoods, thus improving living conditions.",3
2023 Regular Session,HB0827,Prince George's Gateway Development Authority - Established,"Establishing the Prince George's Gateway Development Authority in Prince George's County to support and develop a certain neighborhood revitalization plan in coordination with certain residents; and requiring the Authority to report its comprehensive neighborhood revitalization strategy to the Governor and certain committees of the General Assembly on or before October 31, 2025.","The bill establishes the Prince George's Gateway Arts Development Authority to support neighborhood revitalization in select communities within Prince George's County, including planning, economic development, and transportation improvements, with a reporting deadline in 2025.",True,2023,2028,0.0,Prince George's Gateway Arts Development Authority,"Residents and communities within the Target Area of Prince George's County, including Mount Rainier, Brentwood, Cottage City, Bladensburg, Colmar Manor, and North Brentwood.","This bill creates a new local authority dedicated to neighborhood revitalization, engaging community residents and coordinating efforts across multiple agencies, which represents an innovative approach to comprehensive community development.",4,"The program has the potential to reduce child poverty by improving neighborhood conditions, housing, and economic development, but specific impacts are not detailed.",3
2023 Regular Session,HB0830,Residential Construction - Electric Vehicle Charging,"Establishing and altering certain requirements related to the installation of equipment for the charging of electric vehicles during the construction of certain housing units; clarifying that a county or municipal corporation may require a greater number of electric vehicle parking spaces; requiring the Maryland Energy Administration to study certain issues related to the installation of electric vehicle parking spaces at multifamily residential buildings and submit a report to the Governor and the General Assembly by December 1, 2023; etc.","The bill establishes requirements for installing electric vehicle supply equipment and infrastructure in new residential construction and significant renovations, including provisions for parking spaces in single-family, multifamily, and other residential buildings, and mandates a study on EV infrastructure costs and implementation strategies in Maryland.",True,2023,2043,0.0,Maryland Energy Administration,"Residents, prospective homebuyers, and developers of residential housing and multifamily buildings in Maryland","The program employs comprehensive standards for EV infrastructure integration in residential construction and mandates detailed future planning and studies, representing a forward-thinking approach to sustainable transportation infrastructure.",4,The program may have a moderate potential to reduce child poverty by improving access to sustainable transportation options and potentially lowering living costs.,3
2023 Regular Session,HB0834,Electric Vehicle Charging Infrastructure - Requirements (Electric Vehicle Charging Reliability Act),"Requiring the Public Service Commission to expand the EV Pilot Program to allow participating electric companies to install EV charging stations in multifamily dwellings in underserved communities; requiring the Commission to terminate the expansion of the EV Pilot Program on December 31, 2025; requiring an electric company operating an EV charging network to ensure the EV charging stations in the EV charging network maintain certain uptime standards, subject to certain exceptions; etc.","The bill expands Maryland's Electric Vehicle (EV) Pilot Program to include incentives for installing EV charging stations in multifamily dwellings in underserved communities, establishes standards for station uptime and maintenance, and requires reporting and staffing standards for electric companies operating EV charging networks. It sets deadlines for program expansion and termination, and aims to improve the reliability and accessibility of EV charging infrastructure.",True,2023,2025,0.0,Maryland Public Service Commission,"Electric vehicle users, underserved community residents, electric utility companies, policymakers","The bill employs strict uptime standards, detailed reporting requirements, and targeted expansions into underserved communities to improve EV infrastructure reliability and accessibility, utilizing data-driven oversight and program expansion.",4,"The bill potentially reduces barriers to EV adoption in underserved communities, which might improve economic opportunities and reduce transportation costs, thus potentially lowering child poverty.",3
2023 Regular Session,HB0843,Baltimore Regional Water Governance Task Force,"Establishing the Baltimore Regional Water Governance Task Force to study approaches to water and wastewater governance in the Baltimore region; and requiring the Task Force to report its findings and recommendations to the Mayor of Baltimore City, the County Executive of Baltimore County, the Governor, and the General Assembly on or before January 30, 2024.
","The bill establishes the Baltimore Regional Water Governance Task Force to study and recommend improved governance frameworks for water and wastewater systems in the Baltimore region. The task force will review existing models, analyze costs and efficiencies, and recommend the best governance structure to enhance management, operations, and affordability.",True,2023,2024,0.0,Baltimore City and Baltimore County governments (jointly),"Residents and ratepayers of Baltimore City, Baltimore County, and surrounding counties serviced by the regional water system","The bill proposes to evaluate and potentially implement new governance frameworks by analyzing various models and best practices nationally, with a focus on improving efficiency, cost management, and service quality through regional cooperation.",3,"The program has the potential to improve water service management and affordability, which can indirectly benefit child poverty by ensuring reliable and affordable water access for families.",2
2023 Regular Session,HB0844,Housing and Community Development - Common Ownership Community Website,Requiring the Department of Housing and Community Development to establish and maintain a website that provides certain information on the rights and responsibilities of individuals living in a common ownership community.,"The bill requires the Maryland Department of Housing and Community Development to create and maintain a website that provides information on the rights and responsibilities of individuals living in common ownership communities, such as condominiums, cooperatives, and homeowners associations, including links to local programs and recent legislation.",True,2023,0,0.0,Department of Housing and Community Development,Residents of common ownership communities in Maryland,"The bill employs a government website to centralize and disseminate information about residents' rights, local programs, and legislation, leveraging digital tools for better knowledge sharing and transparency.",3,"The bill does not directly address child poverty, but improving residents' understanding of their rights and responsibilities may indirectly support family stability.",1
2023 Regular Session,HB0848,Drinking Water - Indirect Potable Reuse Pilot Program - Establishment,"Establishing the Indirect Potable Reuse Pilot Program in the Department of the Environment for the purpose of authorizing the regulated use of reclaimed water as a source for drinking water treatment facilities; providing for the issuance of potable reuse permits under the Pilot Program; applying certain public participation requirements to potable reuse permits; requiring the Department to submit a report on the status of the Pilot Program to the Governor and General Assembly on or before December 31, 2024; etc.","The bill establishes the Indirect Potable Reuse Pilot Program in Maryland to regulate the use of reclaimed water as a source for drinking water, including permitting, public participation, and safety standards.",True,2023,2028,0.0,Department of the Environment,Public water systems and residents of Maryland,The program employs advanced water treatment technologies such as reverse osmosis and UV disinfection to safely reuse reclaimed water for drinking purposes.,4,"The program has a moderate potential to impact child poverty by improving water quality and safety, which can benefit all residents including children.",3
2023 Regular Session,HB0863,Public Health - Chief Medical Examiner - Corrections to Autopsy Findings and Conclusions,"Altering, from 60 days to 180 days, the time period after a medical examiner files findings and conclusions resulting from an autopsy during which a person in interest may request the medical examiner to correct findings and conclusions on the cause and manner of death recorded on a certificate of death.",The bill extends the time period for a person in interest to request corrections to autopsy findings from 60 days to 180 days after the medical examiner files the findings.,False,2023,2023,0.0,Office of the Chief Medical Examiner of Maryland,People in interest who have had autopsies conducted and want to request corrections,"This bill primarily changes legal procedures and time frames related to autopsy corrections, without introducing new technologies or innovative approaches.",1,"The bill has no direct impact on child poverty, as it concerns autopsy procedures and legal processes.",1
2023 Regular Session,HB0870,Division of Rehabilitation Services and Developmental Disabilities Administration - Memorandum of Understanding,"Requiring the Division of Rehabilitation Services in the State Department of Education and the Developmental Disabilities Administration in the Maryland Department of Health to enter into a memorandum of understanding, the terms of which shall include a data sharing agreement for the medical and psychological records of mutual clients in order to expedite decisions regarding eligibility for services.","The bill requires the Maryland Department of Education's Division of Rehabilitation Services and the Maryland Department of Health's Developmental Disabilities Administration to enter into a memorandum of understanding that includes a data sharing agreement for medical and psychological records of mutual clients, to streamline eligibility decisions for services.",True,2023,2023,0.0,Maryland Department of Education and Maryland Department of Health,Individuals with disabilities who are clients of both the Division of Rehabilitation Services and the Developmental Disabilities Administration,"The bill introduces a formal data sharing agreement between two government agencies to improve decision-making process for service eligibility, employing a collaborative and data-driven approach.",3,"The program has potential to reduce barriers to accessing services for disabled individuals, which can indirectly impact child poverty by increasing support and independence.",3
2023 Regular Session,HB0872,Washington Suburban Sanitary Commission - Service Near Regional Transit Districts and Neighborhood Centers in Prince George's County - Contracts MC/PG 111-23,"Authorizing the Washington Suburban Sanitary Commission to enter into contracts with the District of Columbia or the District of Columbia Water and Sewer Authority for the construction, maintenance, and operation of a water supply, sewer, or drainage system for certain property located within a certain distance of a certain mass transit rail station and a regional transit district or neighborhood center in Prince George's County; and requiring that a contract entered into under the Act include and address certain items.","This bill authorizes the Washington Suburban Sanitary Commission to enter into contracts with the District of Columbia and other agencies to provide water, sewer, or drainage services for properties near transit stations in Prince George's County, including setup, maintenance, and operation.",True,2023,2028,0.0,Washington Suburban Sanitary Commission,"Property owners and residents near transit stations in Prince George's County, and the District of Columbia Water and Sewer Authority","The bill facilitates cross-jurisdictional contracts for water and sewer services, improving infrastructure collaboration for transit-oriented development.",3,"The bill indirectly supports community development, which can contribute to reducing child poverty by improving infrastructure near transit and neighborhoods.",2
2023 Regular Session,HB0874,Office of the Attorney General - Environmental and Natural Resources Crimes Unit - Establishment,"Establishing the Environmental and Natural Resources Crimes Unit of the Office of the Attorney General to investigate and prosecute cases against persons that violate State criminal environmental and natural resources laws; and requiring the Attorney General, by November 30 each year, to report to the Governor and the General Assembly on all the activities of the Unit and any actions taken by the Department of the Environment or the Department of Natural Resources in response to the findings and recommendations of the Unit.","The bill establishes the Environmental and Natural Resources Crimes Unit within the Office of the Attorney General in Maryland. The unit is responsible for investigating and prosecuting criminal violations of environmental and natural resources laws, providing assistance to other governmental agencies, and collaborating across state and federal boundaries. It also includes provisions for reporting activities and issuing subpoenas for ongoing investigations.",True,2023,0,0.0,Office of the Attorney General of Maryland,"Environmental agencies, law enforcement, natural resources, and the general public affected by environmental crimes","The program employs a specialized unit within the Attorney General's office focused on criminal environmental law enforcement, using full state government powers including grand jury operations, and fostering inter-agency and interstate collaboration.",4,The bill does not have a direct impact on child poverty but could contribute indirectly through environmental protection and enforcement.,2
2023 Regular Session,HB0884,Baltimore City - Insurance - Certificates of Guarantee for County Bond Requirements,Authorizing Baltimore City to honor certificates of guarantee that are issued by certain associations or on behalf of certain contractors in order to satisfy certain county bond requirements; and providing that Baltimore City is not required under certain provisions of law to honor certain certificates of guarantee.,"This bill authorizes Baltimore City and certain counties to honor certificates of guarantee issued by specific associations or contractors to meet county bond requirements, but they are not required to do so.",False,2023,2023,0.0,Baltimore City and specified Maryland counties,Contractors and associations involved in public improvement projects in Baltimore City and certain Maryland counties,The bill employs a legal clarification and authorization approach rather than introducing new technologies or services.,2,"The bill has minimal direct impact on child poverty, mainly affecting infrastructure project procedures.",1
2023 Regular Session,HB0885,Baltimore City - Alcoholic Beverages - Related Event Promoter's Permit,"Clarifying that the defined term ""related event"" as it applies to a related event promoter's permit in Baltimore City includes events for which tickets are sold in advance or at the door or cover charges are imposed; reducing the number of days within which a person must apply for a permit, the Board of License Commissioners for Baltimore City must take certain actions relating to the permit, and alterations may be made to the permit; and altering the standards for determining the permit fee.","The bill clarifies regulations related to 'related event' permits in Baltimore City, including the process for application, fees, standards, and violations. It primarily updates requirements for events associated with the CIAA Basketball Tournament and similar social events involving alcohol and ticket sales.",False,2023,2025,0.0,Baltimore City Board of License Commissioners,"Event organizers, alcohol license holders, Baltimore City residents and visitors, event attendees","The bill primarily updates and clarifies existing regulations and procedures for related event permits, with no new technologies or innovative approaches introduced.",1,"The bill has limited direct impact on child poverty, as it focuses on event permitting regulations.",1
2023 Regular Session,HB0886,Baltimore City - 40th District - Alcoholic Beverages,"Authorizing the Board of License Commissioners for Baltimore City to issue a Class C beer, wine, and liquor license in a certain area of the 40th alcoholic beverages district in Baltimore City to the holder of a Class C beer and light wine license under certain circumstances; prohibiting certain license holders in certain areas of the 40th alcoholic beverages district from selling alcoholic beverages at certain times of day; etc.","This bill authorizes the Baltimore City Board of License Commissioners to issue specific new alcohol licenses in the 40th district, modifies rules about license issuance near places of worship and schools, and sets local rules for sale hours.",False,2023,2023,0.0,Baltimore City Board of License Commissioners,"Alcohol license holders, local businesses, community members in Baltimore City, especially in the 40th district","The bill introduces localized licensing rules and conditional licenses in Baltimore City, but does not employ new technologies or approaches.",2,"The bill's direct potential for impacting child poverty appears minimal, as it mainly deals with licensing regulations.",1
2023 Regular Session,HB0887,St. Mary’s County – Metropolitan Commission – New Facilities,"Requiring the St. Mary's County Metropolitan Commission to obtain the approval from the Commissioners of St. Mary's County before submitting a loan application where the Commission seeks to incur debt upon the full faith and credit of the county; requiring the Commission to cause studies, plans, and estimates to be made for new facilities in certain portions of the county; requiring any excess revenue made by the Commission in the sale or transfer of certain debt to be exempt from taxation; etc.","The bill establishes new procedural requirements and oversight for water and sewerage projects in St. Mary's County, including studies, notifications, and hearings for new facilities, and clarifies funding and taxation rules related to these projects.",False,2023,0,0.0,St. Mary's County Metropolitan Commission and the St. Mary's County Commissioners,Residents and landowners in St. Mary's County who are affected by water and sewerage infrastructure projects.,"The bill primarily updates procedures for infrastructure projects with increased public notice, hearings, and oversight, but does not employ new technologies or radically new approaches.",2,The bill has limited direct impact on child poverty as it mainly pertains to local water and sewer infrastructure processes.,1
2023 Regular Session,HB0897,Homeowners' Property Tax Credit - Qualified Homeowner - Application and Certification Requirements,"Altering the application requirements for the homeowners' tax credit to allow homeowners with certain types of income to file an application every 3 years, subject to a certain certification requirement; and applying the Act to all taxable years beginning after June 30, 2023.","This bill modifies the application and certification process for the Maryland homeowners' property tax credit, allowing homeowners with certain income sources to file less frequently and providing specific certification options for those with limited income sources.",False,2023,2023,0.0,Maryland Department of Assessments and Taxation,"Homeowners with limited income sources, particularly those relying on Social Security, pensions, or annuities","The program introduces a simplification in the application process for eligible homeowners by allowing triennial applications and certifications, reducing paperwork and administrative burden.",3,"The bill has limited direct impact on child poverty, primarily benefiting low-income homeowners, which may indirectly support household stability but does not specifically target children.",2
2023 Regular Session,HB0902,Labor and Employment - Workers' Compensation - Hernia,Establishing that a hernia caused as a result of repetitive trauma may be considered an occupational disease and be compensable subject to certain provisions of the workers' compensation law.,"The bill modifies Maryland's workers' compensation laws concerning hernia claims, establishing that hernias resulting from repetitive trauma can be considered occupational diseases and clarifies the reporting and filing requirements for hernia claims.",False,2023,2023,0.0,Maryland Department of Labor and Industry,"Employers, employees, workers' compensation claims processors, and injured workers in Maryland","The bill introduces a new provision recognizing hernias from repetitive trauma as occupational diseases, which is a notable change in workers' compensation classification.",3,The bill does not directly target child poverty but may indirectly benefit injured workers including those who are parents.,1
2023 Regular Session,HB0905,Garrett County Alcoholic Beverages Act of 2023,"Altering a certain condition under which the Board of License Commissioners of Garrett County may issue a certain alcoholic beverages license to a hotel or motel; authorizing a gift basket permit holder to purchase certain alcoholic beverages from a wholesaler; authorizing a holder of a Class C multiple day beer license, beer and wine license, or beer, wine, and liquor license to hold another license that is issued by the Board; etc.","The bill updates alcohol licensing regulations in Garrett County, Maryland. It modifies licensing conditions for hotels and motels, authorizes various license holders to purchase alcohol from wholesalers, allows licensees to hold multiple types of licenses, and adjusts sale hours on Sundays. It also establishes license expiration rules, including new provisions for license expiration and extensions after business closure or hardship.",False,2023,2023,0.0,Garrett County Board of License Commissioners,"Alcohol license holders, hotels, motels, and the general public consuming alcohol in Garrett County","The bill introduces specific local licensing conditions and detailed rules for license expiration and renewals, but it does not employ new technologies or innovative approaches to government.",2,The bill primarily concerns licensing rules and hours for alcohol sales; direct impact on child poverty is minimal or indirect.,1
2023 Regular Session,HB0908,Electricity - Community Solar Energy Generating Systems Program and Property Taxes,Making permanent the Community Solar Energy Generating Systems Pilot Program; requiring a community solar energy generating system to serve at least 40% of its kilowatt-hour output to low-income and moderate-income subscribers under certain circumstances; authorizing a subscription coordinator to act on behalf of a subscriber organization; altering requirements related to the siting and size of certain community solar energy generating systems projects; authorizing the use of consolidated billing for certain charges; etc.,"This bill makes permanent the Community Solar Energy Generating Systems Pilot Program in Maryland, expands access to low- and moderate-income subscribers, establishes regulations for program operation including consolidated billing, and authorizes property tax exemptions for qualifying community solar projects.",True,2023,2030,0.0,Maryland Public Service Commission,"Low-income, moderate-income, renters, solar developers, electric utility companies, environmental groups","The program employs new approaches such as consolidated billing, income verification methods, and targeted subsidies for low- and moderate-income subscribers, with a focus on environmental and climate resilience considerations.",4,The bill has a high potential to directly reduce child poverty by increasing access to affordable solar energy for low-income households.,4
2023 Regular Session,HB0909,"State Commission of Real Estate Appraisers, Appraisal Management Companies, and Home Inspectors - Sunset Extension","Continuing the State Commission of Real Estate Appraisers, Appraisal Management Companies, and Home Inspectors in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2026, the termination provisions relating to certain statutory and regulatory authority of the Commission; and requiring an independent evaluation of the Commission to be conducted in consultation with the Office of Program Evaluation and Government Accountability in the Department of Legislative Services.","The bill extends the sunset date of the State Commission of Real Estate Appraisers, Appraisal Management Companies, and Home Inspectors to July 1, 2026. It requires an independent evaluation of the Commission to assess adherence to diversity, equity, and inclusion standards and mandates a report on the evaluation by January 1, 2024.",False,2023,2026,0.0,"Maryland Department of Labor, with the Office of Program Evaluation and Government Accountability in the Department of Legislative Services conducting the evaluation","Real estate appraisers, appraisal management companies, home inspectors, and related industry professionals in Maryland","The bill employs an independent evaluation process to assess diversity, equity, and inclusion adherence, which is a standard governmental review approach; it does not incorporate new technologies or approaches.",2,"The bill has limited direct impact on child poverty, as it mainly involves regulatory oversight and evaluation of a professional licensing board.",1
2023 Regular Session,HB0910,Energy Storage - Targets and Maryland Energy Storage Program - Establishment,"Requiring the Public Service Commission to establish certain targets for the deployment of new energy storage devices in the State; requiring the Commission to establish and implement the Maryland Energy Storage Program to meet certain energy storage goals and develop a certain energy storage system in the State; and requiring the Commission to submit a certain report to the General Assembly by December 31, 2023, regarding the implementation of the Maryland Energy Storage Program and any needed statutory changes.","The bill requires the Maryland Public Service Commission to establish targets for deploying energy storage systems in the state, create a Maryland Energy Storage Program to meet these goals, and develop energy storage infrastructure by 2033, with specific capacity milestones and mechanisms to promote cost-effective storage deployment.",True,2024,2033,0.0,Maryland Public Service Commission,"Electric utilities, energy storage providers, Maryland residents, and the broader energy market in Maryland","The program employs a market-based approach with competitive procurement, storage credits, and incentives, and integrates energy storage into the utility and energy markets, representing a comprehensive and modern approach to energy infrastructure development.",4,Moderate potential for direct impact on child poverty through advancement of clean energy and potential economic development.,3
2023 Regular Session,HB0913,Financial Institutions - Student Financing Companies - Required Registration and Reporting,"Requiring student financing companies to register with the Commissioner of Financial Regulation before providing services in the State; requiring a student financing company to renew its registration on an annual basis; authorizing the Commissioner to adopt registration procedures for student financing companies, which may include certain fees; and requiring student financing companies to annually report certain information, to be made publicly accessible on a certain website, to the Commissioner beginning March 15, 2024.","The bill requires student financing companies to register with the Maryland Commissioner of Financial Regulation, report detailed information about their operations annually, and provides enforcement powers for violations.",True,2024,0,0.0,"Maryland Department of Labor, Commissioner of Financial Regulation","Students in Maryland who use or are affected by student financing products, student financing companies, and regulators","The bill employs detailed reporting and public disclosure requirements for student financing companies, aiming for transparency and oversight.",3,"Potential for improved oversight could indirectly benefit student borrowers and reduce financial hardships, but direct impact is limited.",2
2023 Regular Session,HB0914,Public Service Commission – Judicial Review – Proceedings,Clarifying that a certain proceeding for judicial review of a final decision or order by the Public Service Commission may be instituted in a circuit court for a county in which the public service company that is a party to the proceeding provides service or in the Circuit Court for Baltimore City.,"The bill clarifies that judicial review of final decisions or orders by the Public Service Commission can be initiated in the circuit court of the county where the public service company operates or in Baltimore City, and details the procedures and eligible parties for such reviews.",False,2023,2023,0.0,Public Service Commission of Maryland,"Public service companies, consumers, legal entities seeking review of PSC decisions","This bill primarily clarifies jurisdictional procedures for judicial review, with no new technological innovations introduced.",1,The bill does not directly impact child poverty.,1
2023 Regular Session,HB0916,Baltimore City - Alcoholic Beverages - Violation Procedures and Fines,"Establishing procedures for the Board of License Commissioners for Baltimore City, in the case of an alleged complaint against a licensed establishment or license holder, to make an offer of a monetary penalty as a compromise in lieu of a hearing before the Board under certain circumstances; and altering the maximum penalty for certain alcoholic beverages violations.","The bill establishes new procedures and fines for alcohol license violations in Baltimore City, including offering a monetary penalty as a compromise in some cases, and modifies penalty limits for violations.",False,2023,2023,0.0,Board of License Commissioners for Baltimore City,Licensed alcohol establishments and license holders in Baltimore City,"The bill introduces a compromise process allowing licensees to settle violations with monetary penalties without a hearing, representing a new approach to enforcement.",3,The bill is unlikely to have a direct impact on child poverty.,1
2023 Regular Session,HB0917,Baltimore City - Alcoholic Beverages - 46th Alcoholic Beverages District - Revisions,Authorizing the Board of License Commissioners for Baltimore City to approve a license expansion to a noncontiguous property with a second separate use permit issued by the City if a certain condition is met; authorizing the establishment and conversion of various alcoholic beverages licenses in the 46th alcoholic beverages district; extending for 1 year the expiration of an alcoholic beverage licenses issued for  certain areas for certain transferal and renewal purposes; etc.,"The bill amends alcohol licensing laws in Baltimore City, including license expansion approvals, establishment and conversion of various licenses in the 46th district, and temporary extensions of license expiration dates for specific premises, along with municipal policing contracts.",True,2023,2024,0.0,Baltimore City Board of License Commissioners and Baltimore City Government,"Alcohol license holders, Baltimore City residents and businesses, local communities","The bill introduces temporary license extensions and specific licensing provisions, including targeted law enforcement patrols, but mainly focuses on regulatory adjustments rather than new technology or innovative government approaches.",2,The bill does not directly impact child poverty but may influence community safety and local economy indirectly.,1
2023 Regular Session,HB0920,Consumer Protection - Motor Vehicle Glass Repair or Replacement - Advanced Driver Assistance System Recalibration,"Establishing consumer protections related to the repair or replacement of motor vehicle glass on motor vehicles equipped with an advanced driver assistance system; and establishing that a violation of the Act is an unfair, abusive, or deceptive trade practice.","The bill establishes consumer protections for the repair or replacement of motor vehicle glass on vehicles with advanced driver assistance systems, including requirements for informing customers about recalibration and providing written assurances that work will meet manufacturer specifications.",True,2023,2023,0.0,Maryland Department of Transportation or relevant motor vehicle safety authorities,"Consumers with vehicles equipped with advanced driver assistance systems, motor vehicle glass repair shops","The program introduces specific requirements for recalibration of advanced driver assistance systems during glass repair, including mandatory customer notification and adherence to manufacturer specifications, employing a targeted quality assurance approach.",3,The program has limited direct impact on child poverty as it mainly focuses on consumer protection regulations for vehicle repairs.,1
2023 Regular Session,HB0922,Economic Development - Program Participation - Cannabis Business Establishments,Prohibiting the Department of Commerce from denying certain cannabis business entities conducting business in the State certain economic development program benefits under certain circumstances; clarifying the eligibility of certain cannabis business entities conducting business in the State under the Job Creation and One Maryland programs; authorizing certain cannabis business entities to reapply for benefits under certain economic development programs; etc.,"This bill prohibits the Maryland Department of Commerce from denying cannabis businesses, such as cultivators, processors, or dispensaries, benefits under economic development programs solely because they are cannabis establishments. It clarifies that these businesses are eligible to participate in programs like Job Creation, One Maryland, and More Jobs for Marylanders, and allows businesses that were previously denied benefits or certification before July 1, 2023, to reapply.",True,2023,2033,0.0,Maryland Department of Commerce,"Cannabis business entities, economic development programs, local governments in Maryland","The bill innovatively integrates cannabis businesses into existing economic development programs, removing legal barriers and expanding opportunities for cannabis-related businesses to participate in state economic initiatives.",4,"By enabling cannabis businesses to access economic development benefits, the program could support job creation and economic activity, indirectly helping to reduce child poverty.",3
2023 Regular Session,HB0923,Higher Education - Appointment of Secretary and Student Financial Assistance - Accommodations at Public Institutions for Religious Beliefs,Providing that the Secretary of Higher Education is appointed by and serves at the pleasure of the Governor; requiring each institution of higher education to adopt a written policy that provides reasonable academic accommodations for students to practice sincerely held faith-based or religious beliefs; altering eligibility criteria for and the process for awards from the Delegate Howard P. Rawlings Program of Educational Excellence Awards; altering the administration of the Maryland Community College Promise Scholarship; etc.,"The bill updates laws related to higher education in Maryland, including establishing policies for religious accommodations at public universities, restructuring financial aid programs, including scholarships and grants, and clarifying administrative appointments and responsibilities.",True,2023,2025,112000000.0,Maryland Higher Education Commission,"Students attending Maryland public institutions, including low-income and religious minority students","The bill employs a comprehensive approach integrating federal standards and state-specific programs for student financial aid, with emphasis on targeted outreach, data verification, and coordination among institutions and state agencies.",3,The programs have a significant potential to directly impact child poverty by increasing access to higher education through scholarships and targeted support for low-income students.,4
2023 Regular Session,HB0939,Frederick County - Alcoholic Beverages - Sunday Sales,Altering the hours during which a licensee may sell alcoholic beverages on Sundays in Frederick County.,"The bill amends alcohol licensing laws in Frederick County, Maryland, to change the hours during which licensed establishments can sell alcoholic beverages on Sundays, generally allowing sales starting at 6 a.m. instead of 10 a.m., with some variations depending on the license type.",False,2023,2023,0.0,Frederick County Alcoholic Beverages Licensing Authority or equivalent,"Licensed alcohol establishments and consumers in Frederick County, Maryland",The bill primarily modifies existing alcohol sales hours and does not employ new technologies or innovative approaches to government or public service delivery.,1,The bill has minimal direct impact on child poverty as it primarily pertains to alcohol sales hours.,1
2023 Regular Session,HB0946,Prince George's County - Alcoholic Beverages - Main Street Laurel Development PG 404-23,"Authorizing the Board of License Commissioners for Prince George's County to issue up to five Class B-DD (Development District) beer, wine, and liquor licenses for restaurants located within the Main Street Laurel development.","The bill authorizes the issuance of up to five development district liquor licenses for restaurants within Main Street Laurel, Prince George's County, and increases the number of such licenses available in several other designated areas.",False,2023,2023,0.0,Prince George's County Board of License Commissioners,Restaurants and businesses within the development districts in Prince George's County,The bill employs a targeted licensing approach specific to development districts to promote local economic development.,2,The bill has minimal direct impact on child poverty.,1
