BillNumber,ChapterNumber,CrossfileBillNumber,SponsorPrimary,Sponsors,Synopsis,Title,Status,CommitteePrimaryOrigin,CommitteeSecondaryOrigin,CommitteePrimaryOpposite,CommitteeSecondaryOpposite,FirstReadingDateHouseOfOrigin,HearingDateTimePrimaryHouseOfOrigin,HearingDateTimeSecondaryHouseOfOrigin,ReportDateHouseOfOrigin,ReportActionHouseOfOrigin,SecondReadingDateHouseOfOrigin,SecondReadingActionHouseOfOrigin,ThirdReadingDateHouseOfOrigin,ThirdReadingActionHouseOfOrigin,FirstReadingDateOppositeHouse,HearingDateTimePrimaryOppositeHouse,HearingDateTimeSecondaryOppositeHouse,ReportDateOppositeHouse,ReportActionOppositeHouse,SecondReadingDateOppositeHouse,SecondReadingActionOppositeHouse,ThirdReadingDateOppositeHouse,ThirdReadingActionOppositeHouse,InteractionBetweenChambers,PassedByMGA,EmergencyBill,ConstitutionalAmendment,BroadSubjects,NarrowSubjects,BillType,BillVersion,Statutes,YearAndSession,StatusCurrentAsOf
HB0830,CH0582,SB0477,Delegate Terrasa,"[{'Name': 'Delegate Terrasa'}, {'Name': 'Delegate Lehman'}, {'Name': 'Delegate Charkoudian'}, {'Name': 'Delegate Fraser-Hidalgo'}, {'Name': 'Delegate Wu'}, {'Name': 'Delegate Ruth'}, {'Name': 'Delegate Holmes'}, {'Name': 'Delegate Stein'}, {'Name': 'Delegate Barve'}, {'Name': 'Delegate Healey'}, {'Name': 'Delegate Boyce'}, {'Name': 'Delegate Stewart'}]","Establishing and altering certain requirements related to the installation of equipment for the charging of electric vehicles during the construction of certain housing units; clarifying that a county or municipal corporation may require a greater number of electric vehicle parking spaces; requiring the Maryland Energy Administration to study certain issues related to the installation of electric vehicle parking spaces at multifamily residential buildings and submit a report to the Governor and the General Assembly by December 1, 2023; etc.",Residential Construction - Electric Vehicle Charging,Approved by the Governor - Chapter 582,Environment and Transportation,,"Education, Energy, and the Environment",,2023-02-09,2023-02-28T13:00:00,,2023-03-20,Favorable with Amendments,2023-03-12,Passed with Amendments,2023-03-13,Passed,2023-03-13,,,2023-04-04,Favorable with Amendments,2023-03-22,Passed with Amendments,2023-03-26,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'e4', 'Name': 'Public Safety'}]","[{'Code': 'buildimr', 'Name': 'Building Maintenance and Repair'}, {'Code': 'construction', 'Name': 'Construction'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties'}, {'Code': 'electricmv', 'Name': 'Electric Motor Vehicles -see also- Motor Vehicles'}, {'Code': 'equipment', 'Name': 'Equipment -see also- Motor Vehicle Equipment'}, {'Code': 'housing', 'Name': 'Housing -see also- Apartments; Condos; Mobile & Manuf  Homes'}, {'Code': 'municic', 'Name': 'Municipal Corporations -see also- Annap; Balt; Hager; OC'}, {'Code': 'parking', 'Name': 'Parking'}, {'Code': 'resprop', 'Name': 'Residential Property'}]",Regular,E,"[{'Article': {'Code': 'gps', 'Title': 'Public Safety'}, 'Sections': [{'Section': '12-205'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0834,CH0569,,Delegate Fraser-Hidalgo,"[{'Name': 'Delegate Fraser-Hidalgo'}, {'Name': 'Delegate Terrasa'}, {'Name': 'Delegate Barve'}, {'Name': 'Delegate Reznik'}]","Requiring the Public Service Commission to expand the EV Pilot Program to allow participating electric companies to install EV charging stations in multifamily dwellings in underserved communities; requiring the Commission to terminate the expansion of the EV Pilot Program on December 31, 2025; requiring an electric company operating an EV charging network to ensure the EV charging stations in the EV charging network maintain certain uptime standards, subject to certain exceptions; etc.",Electric Vehicle Charging Infrastructure - Requirements (Electric Vehicle Charging Reliability Act),Approved by the Governor - Chapter 569,Economic Matters,Environment and Transportation,"Education, Energy, and the Environment",,2023-02-09,2023-03-02T13:00:00,,2023-03-18,Favorable with Amendments,2023-03-11,Passed with Amendments,2023-03-13,Passed,2023-03-13,2023-03-28T13:00:00,,2023-04-06,Favorable with Amendments,2023-03-24,Passed with Amendments,2023-03-26,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'c5', 'Name': 'Utility Regulation'}, {'Code': 'm5', 'Name': 'Energy'}, {'Code': 'r2', 'Name': 'Transportation - Generally'}]","[{'Code': 'communfs', 'Name': 'Community Facilities and Services'}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'electricmv', 'Name': 'Electric Motor Vehicles -see also- Motor Vehicles'}, {'Code': 'equipment', 'Name': 'Equipment -see also- Motor Vehicle Equipment'}, {'Code': 'industt', 'Name': 'Industry and Technology'}, {'Code': 'pilotpro', 'Name': 'Pilot Programs'}, {'Code': 'publicsc', 'Name': 'Public Service Commission'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'utilities', 'Name': 'Utilities -see also- High Voltage Lines; Telephones; Water'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- Col Bar; Holiday; etc'}]",Regular,E,"[{'Article': {'Code': 'gpu', 'Title': 'Public Utilities'}, 'Sections': [{'Section': '7-901 through 7-905'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0843,CH0179,SB0880,Delegate Smith,"[{'Name': 'Delegate Smith'}, {'Name': 'Delegate Ebersole'}, {'Name': 'Delegate Addison'}, {'Name': 'Delegate Allen'}, {'Name': 'Delegate Amprey'}, {'Name': 'Delegate Attar'}, {'Name': 'Delegate Bhandari'}, {'Name': 'Delegate Boyce'}, {'Name': 'Delegate Cardin'}, {'Name': 'Delegate Conaway'}, {'Name': 'Delegate Edelson'}, {'Name': 'Delegate Embry'}, {'Name': 'Delegate Forbes'}, {'Name': 'Delegate Guyton'}, {'Name': 'Delegate Jackson'}, {'Name': 'Delegate Lewis, R.'}, {'Name': 'Delegate Mangione'}, {'Name': 'Delegate McCaskill'}, {'Name': 'Delegate Metzgar'}, {'Name': 'Delegate Pasteur'}, {'Name': 'Delegate Ruth'}, {'Name': 'Delegate Stein'}, {'Name': 'Delegate White'}, {'Name': 'Delegate Young'}]","Establishing the Baltimore Regional Water Governance Task Force to study approaches to water and wastewater governance in the Baltimore region; and requiring the Task Force to report its findings and recommendations to the Mayor of Baltimore City, the County Executive of Baltimore County, the Governor, and the General Assembly on or before January 30, 2024.
",Baltimore Regional Water Governance Task Force,Approved by the Governor - Chapter 179,Environment and Transportation,,"Education, Energy, and the Environment",,2023-02-09,2023-03-01T13:30:00,,2023-03-13,Favorable,2023-03-06,Passed,2023-03-08,Passed,2023-03-08,,,2023-03-30,Favorable with Amendments,2023-03-20,Passed with Amendments,2023-03-22,Passed with Amendments,Concurred,True,True,False,"[{'Code': 'm3', 'Name': 'Environment'}, {'Code': 'c5', 'Name': 'Utility Regulation'}, {'Code': 'l6', 'Name': 'Local Government - Generally'}]","[{'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'baltimco', 'Name': 'Baltimore County'}, {'Code': 'buildimr', 'Name': 'Building Maintenance and Repair'}, {'Code': 'commitc', 'Name': 'Committees and Commissions -see also- Political Committees'}, {'Code': 'countye', 'Name': 'County Executives'}, {'Code': 'debtm', 'Name': 'Debt Management'}, {'Code': 'emergeb', 'Name': 'Emergency Bills'}, {'Code': 'emergencies', 'Name': 'Emergencies'}, {'Code': 'envirod', 'Name': 'Environment, Department of the'}, {'Code': 'envirosm', 'Name': 'Environmental Service, Maryland'}, {'Code': 'health', 'Name': 'Health -see also- Mental and Behavioral Health'}, {'Code': 'publico', 'Name': 'Public Officials -see also- Atty Gen; Compt; Coun Admin; etc'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'riverss', 'Name': 'Rivers, Streams, and Lakes'}, {'Code': 'safety', 'Name': 'Safety -see also- Cybersecurity; Occupational Safety'}, {'Code': 'sewage', 'Name': 'Sewage'}, {'Code': 'studies', 'Name': 'Studies -see also- Committees and Commissions; Reports'}, {'Code': 'time', 'Name': 'Time'}, {'Code': 'utilities', 'Name': 'Utilities -see also- High Voltage Lines; Telephones; Water'}, {'Code': 'water', 'Name': 'Water'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- Col Bar; Holiday; etc'}]",Regular,E,,2023 Regular Session,2023-11-09T14:58:21.977
HB0844,CH0216,,Delegate Pasteur,"[{'Name': 'Delegate Pasteur'}, {'Name': 'Delegate Holmes'}]",Requiring the Department of Housing and Community Development to establish and maintain a website that provides certain information on the rights and responsibilities of individuals living in a common ownership community.,Housing and Community Development - Common Ownership Community Website,Approved by the Governor - Chapter 216,Environment and Transportation,,"Education, Energy, and the Environment",,2023-02-09,2023-02-28T13:00:00,,2023-03-13,Favorable,2023-03-05,Passed,2023-03-06,Passed,2023-03-07,2023-03-28T13:00:00,,2023-04-07,Favorable,2023-03-25,Passed,2023-03-26,Passed,Returned Passed,True,False,False,"[{'Code': 'c9', 'Name': 'Housing and Community Development'}, {'Code': 'n1', 'Name': 'Real Property'}]","[{'Code': 'housincdd', 'Name': 'Housing and Community Development, Department of'}, {'Code': 'internet', 'Name': 'Internet -see also- Telecommunications and IT'}, {'Code': 'publici', 'Name': 'Public Information'}]",Regular,T,"[{'Article': {'Code': 'ghs', 'Title': 'Housing and Community Development'}, 'Sections': [{'Section': '2-303'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0848,CH0122,SB0407,Delegate Rose,[{'Name': 'Delegate Rose'}],"Establishing the Indirect Potable Reuse Pilot Program in the Department of the Environment for the purpose of authorizing the regulated use of reclaimed water as a source for drinking water treatment facilities; providing for the issuance of potable reuse permits under the Pilot Program; applying certain public participation requirements to potable reuse permits; requiring the Department to submit a report on the status of the Pilot Program to the Governor and General Assembly on or before December 31, 2024; etc.",Drinking Water - Indirect Potable Reuse Pilot Program - Establishment,Approved by the Governor - Chapter 122,Environment and Transportation,,"Education, Energy, and the Environment",,2023-02-09,2023-03-01T13:30:00,,2023-03-13,Favorable with Amendments,2023-03-05,Passed with Amendments,2023-03-06,Passed,2023-03-07,,,2023-04-04,Favorable,2023-03-22,Passed,2023-03-26,Passed,Returned Passed,True,True,False,"[{'Code': 'm3', 'Name': 'Environment'}]","[{'Code': 'chemict', 'Name': 'Chemical Tests'}, {'Code': 'emergeb', 'Name': 'Emergency Bills'}, {'Code': 'engineers', 'Name': 'Engineers'}, {'Code': 'envirod', 'Name': 'Environment, Department of the'}, {'Code': 'enviroh', 'Name': 'Environmental Health -see also- Pollution'}, {'Code': 'fraud', 'Name': 'Fraud -see also- Forgery'}, {'Code': 'hazardts', 'Name': 'Hazardous and Toxic Substances -see also- Asbestos; Radiatn '}, {'Code': 'health', 'Name': 'Health -see also- Mental and Behavioral Health'}, {'Code': 'licenses', 'Name': ""Licenses -see also- AB Lic; Certifications;Drivers' Licenses""}, {'Code': 'pilotpro', 'Name': 'Pilot Programs'}, {'Code': 'publicbf', 'Name': 'Public Buildings and Facilities -see also- Stadiums; St Hse '}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'safety', 'Name': 'Safety -see also- Cybersecurity; Occupational Safety'}, {'Code': 'standabp', 'Name': 'Standards and Best Practices'}, {'Code': 'studies', 'Name': 'Studies -see also- Committees and Commissions; Reports'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'time', 'Name': 'Time'}, {'Code': 'utilities', 'Name': 'Utilities -see also- High Voltage Lines; Telephones; Water'}, {'Code': 'water', 'Name': 'Water'}, {'Code': 'weightm', 'Name': 'Weights and Measures'}]",Regular,T,"[{'Article': {'Code': 'gen', 'Title': 'Environment'}, 'Sections': [{'Section': '1-601'}, {'Section': '9-301'}, {'Section': '9-303.2'}, {'Section': '9-303.3'}, {'Section': '9-401'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0863,CH0296,,Delegate Bartlett,[{'Name': 'Delegate Bartlett'}],"Altering, from 60 days to 180 days, the time period after a medical examiner files findings and conclusions resulting from an autopsy during which a person in interest may request the medical examiner to correct findings and conclusions on the cause and manner of death recorded on a certificate of death.",Public Health - Chief Medical Examiner - Corrections to Autopsy Findings and Conclusions,Approved by the Governor - Chapter 296,Health and Government Operations,,Finance,,2023-02-09,2023-03-07T13:00:00,,2023-03-16,Favorable,2023-03-07,Passed,2023-03-12,Passed,2023-03-12,2023-03-30T13:00:00,,2023-04-04,Favorable,2023-03-22,Passed,2023-03-24,Passed,Returned Passed,True,False,False,"[{'Code': 'j1', 'Name': 'Public Health'}]","[{'Code': 'autopsies', 'Name': 'Autopsies'}, {'Code': 'death', 'Name': 'Death -see also- Advance Medical Directives; Wrongful Death'}, {'Code': 'health', 'Name': 'Health -see also- Mental and Behavioral Health'}, {'Code': 'medicae', 'Name': 'Medical Examiners'}, {'Code': 'time', 'Name': 'Time'}, {'Code': 'vitalr', 'Name': 'Vital Records'}]",Regular,T,"[{'Article': {'Code': 'ghg', 'Title': 'Health - General'}, 'Sections': [{'Section': '5-310'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0870,CH0281,,Delegate Guyton,[{'Name': 'Delegate Guyton'}],"Requiring the Division of Rehabilitation Services in the State Department of Education and the Developmental Disabilities Administration in the Maryland Department of Health to enter into a memorandum of understanding, the terms of which shall include a data sharing agreement for the medical and psychological records of mutual clients in order to expedite decisions regarding eligibility for services.",Division of Rehabilitation Services and Developmental Disabilities Administration - Memorandum of Understanding,Approved by the Governor - Chapter 281,Health and Government Operations,,Finance,,2023-02-09,2023-03-14T13:00:00,,2023-03-17,Favorable,2023-03-10,Passed,2023-03-12,Passed,2023-03-12,2023-03-23T13:00:00,,2023-04-05,Favorable,2023-03-23,Passed,2023-03-24,Passed,Returned Passed,True,False,False,"[{'Code': 'o3', 'Name': 'Disabled'}, {'Code': 'f5', 'Name': 'Education - Miscellaneous'}]","[{'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'develod', 'Name': 'Developmental Disabilities -see also- Vulnerable Adults'}, {'Code': 'disabilities', 'Name': 'Disabilities -see also- Blind; Deaf; Developmental'}, {'Code': 'educatsd', 'Name': 'Education, State Department of'}, {'Code': 'mentalh', 'Name': 'Mental and Behavioral Health'}, {'Code': 'psychologists', 'Name': 'Psychologists'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'rehab', 'Name': 'Rehabilitation'}]",Regular,T,"[{'Article': {'Code': 'ged', 'Title': 'Education'}, 'Sections': [{'Section': '21-301'}, {'Section': '21-304'}]}, {'Article': {'Code': 'ghg', 'Title': 'Health - General'}, 'Sections': [{'Section': '7-201'}, {'Section': '7-208'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0872,CH0241,,Montgomery County Delegation and Prince George's County Delegation,"[{'Name': ""Montgomery County Delegation and Prince George's County Delegation""}]","Authorizing the Washington Suburban Sanitary Commission to enter into contracts with the District of Columbia or the District of Columbia Water and Sewer Authority for the construction, maintenance, and operation of a water supply, sewer, or drainage system for certain property located within a certain distance of a certain mass transit rail station and a regional transit district or neighborhood center in Prince George's County; and requiring that a contract entered into under the Act include and address certain items.",Washington Suburban Sanitary Commission - Service Near Regional Transit Districts and Neighborhood Centers in Prince George's County - Contracts MC/PG 111-23,Approved by the Governor - Chapter 241,Environment and Transportation,,"Education, Energy, and the Environment",,2023-02-09,2023-03-30T13:00:00,,2023-04-03,Favorable with Amendments,2023-03-21,Passed with Amendments,2023-03-22,Passed,2023-03-22,2023-04-10T14:00:00,,2023-04-10,Favorable,2023-03-28,Passed,2023-03-29,Passed,Returned Passed,True,True,False,"[{'Code': 'l5', 'Name': 'Bi-County Agencies'}]","[{'Code': 'boundaries', 'Name': 'Boundaries'}, {'Code': 'contracts', 'Name': 'Contracts -see also- Procurement'}, {'Code': 'districol', 'Name': 'District of Columbia'}, {'Code': 'emergeb', 'Name': 'Emergency Bills'}, {'Code': 'health', 'Name': 'Health -see also- Mental and Behavioral Health'}, {'Code': 'inspections', 'Name': 'Inspections -see also- Motor Vehicle Inspection'}, {'Code': 'lowincome', 'Name': 'Low-Income'}, {'Code': 'masst', 'Name': 'Mass Transit -see also- Buses; Railroads'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'prices', 'Name': 'Prices -see also- Consumer Price Index'}, {'Code': 'princegc', 'Name': ""Prince George's County""}, {'Code': 'safety', 'Name': 'Safety -see also- Cybersecurity; Occupational Safety'}, {'Code': 'sewage', 'Name': 'Sewage'}, {'Code': 'washinssd', 'Name': 'Washington Suburban Sanitary District'}, {'Code': 'water', 'Name': 'Water'}]",Regular,T,"[{'Article': {'Code': 'gpu', 'Title': 'Public Utilities'}, 'Sections': [{'Section': '17-204'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0874,CH0690,SB0611,Delegate Stewart,"[{'Name': 'Delegate Stewart'}, {'Name': 'Delegate Hornberger'}, {'Name': 'Delegate Love'}, {'Name': 'Delegate Moon'}, {'Name': 'Delegate Ruth'}, {'Name': 'Delegate Solomon'}, {'Name': 'Delegate Wilkins'}, {'Name': 'Delegate Addison'}, {'Name': 'Delegate Allen'}, {'Name': 'Delegate Boyce'}, {'Name': 'Delegate Foley'}, {'Name': 'Delegate Guyton'}, {'Name': 'Delegate Healey'}, {'Name': 'Delegate Holmes'}, {'Name': 'Delegate Lehman'}, {'Name': 'Delegate Long, J.'}, {'Name': 'Delegate Morgan, T.'}, {'Name': 'Delegate Stein'}, {'Name': 'Delegate Terrasa'}]","Establishing the Environmental and Natural Resources Crimes Unit of the Office of the Attorney General to investigate and prosecute cases against persons that violate State criminal environmental and natural resources laws; and requiring the Attorney General, by November 30 each year, to report to the Governor and the General Assembly on all the activities of the Unit and any actions taken by the Department of the Environment or the Department of Natural Resources in response to the findings and recommendations of the Unit.",Office of the Attorney General - Environmental and Natural Resources Crimes Unit - Establishment,Approved by the Governor - Chapter 690,Environment and Transportation,Appropriations,"Education, Energy, and the Environment",,2023-02-09,2023-03-09T13:00:00,,2023-03-18,Favorable with Amendments,2023-03-11,Passed with Amendments,2023-03-13,Passed,2023-03-13,,,2023-03-30,Favorable with Amendments,2023-03-20,Passed with Amendments,2023-03-21,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'p1', 'Name': 'State Government - Agencies, Offices, and Officials'}, {'Code': 'm3', 'Name': 'Environment'}, {'Code': 'm1', 'Name': 'Natural Resources - Generally'}]","[{'Code': 'attorng', 'Name': 'Attorney General'}, {'Code': 'civila', 'Name': 'Civil Actions -see also- Small Claims'}, {'Code': 'crimesp', 'Name': 'Crimes and Punishments -see also- Penalties and Sentnc; etc.'}, {'Code': 'envirod', 'Name': 'Environment, Department of the'}, {'Code': 'envirom', 'Name': 'Environmental Matters -see also- Conserv; Nat Resrce; Pollut'}, {'Code': 'investi', 'Name': 'Investigations and Inquiries -see also- Crim Bckgrnd Invest'}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- State Police, Department of'}, {'Code': 'naturar', 'Name': 'Natural Resources -see also- Conserv; Forest & Park; Wildlds'}, {'Code': 'naturard', 'Name': 'Natural Resources, Department of'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'salaric', 'Name': 'Salaries and Compensation -see also- Overtime; Reimb. Rates'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- Col Bar; Holiday; etc'}]",Regular,E,"[{'Article': {'Code': 'gsg', 'Title': 'State Government'}, 'Sections': [{'Section': '6-701 through 6-703'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0884,CH0237,,Baltimore City Delegation,[{'Name': 'Baltimore City Delegation'}],Authorizing Baltimore City to honor certificates of guarantee that are issued by certain associations or on behalf of certain contractors in order to satisfy certain county bond requirements; and providing that Baltimore City is not required under certain provisions of law to honor certain certificates of guarantee.,Baltimore City - Insurance - Certificates of Guarantee for County Bond Requirements,Approved by the Governor - Chapter 237,Economic Matters,,Finance,,2023-02-09,2023-02-23T13:00:00,,2023-03-08,Favorable,2023-03-03,Passed,2023-03-04,Passed,2023-03-04,2023-03-22T13:00:00,,2023-04-04,Favorable,2023-03-22,Passed,2023-03-24,Passed,Returned Passed,True,False,False,"[{'Code': 'c4', 'Name': 'Insurance - Other than Health'}, {'Code': 'l2', 'Name': 'Counties - Local Laws'}]","[{'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'bonds', 'Name': 'Bonds -see also- County & Baltimore City Bonds; State Bonds'}, {'Code': 'insurance', 'Name': 'Insurance -see also- Health Ins; MAIF; Motor Vehicle Ins'}]",Regular,T,"[{'Article': {'Code': 'gin', 'Title': 'Insurance'}, 'Sections': [{'Section': '1-203'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0885,CH0390,SB0589,Delegate Amprey,[{'Name': 'Delegate Amprey'}],"Clarifying that the defined term ""related event"" as it applies to a related event promoter's permit in Baltimore City includes events for which tickets are sold in advance or at the door or cover charges are imposed; reducing the number of days within which a person must apply for a permit, the Board of License Commissioners for Baltimore City must take certain actions relating to the permit, and alterations may be made to the permit; and altering the standards for determining the permit fee.",Baltimore City - Alcoholic Beverages - Related Event Promoter's Permit,Approved by the Governor - Chapter 390,Economic Matters,,Finance,,2023-02-09,2023-02-20T13:00:00,,2023-03-17,Favorable with Amendments,2023-03-10,Passed with Amendments,2023-03-13,Passed,2023-03-13,,,2023-04-04,Favorable,2023-03-22,Passed,2023-03-24,Passed,Returned Passed,True,False,False,"[{'Code': 'a2', 'Name': 'Alcoholic Beverages - Local Bills'}]","[{'Code': 'alcohobl', 'Name': 'Alcoholic Beverages Licenses'}, {'Code': 'alcohobs', 'Name': 'Alcoholic Beverages - By Subdivision'}, {'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes; Reimb Rates""}, {'Code': 'firep', 'Name': 'Fire Protection'}, {'Code': 'licenscb', 'Name': 'License Commissioners, Boards of'}, {'Code': 'safety', 'Name': 'Safety -see also- Cybersecurity; Occupational Safety'}, {'Code': 'specevents', 'Name': 'Special Events'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'time', 'Name': 'Time'}]",Regular,T,"[{'Article': {'Code': 'acts', 'Title': 'Chapter of the Acts'}, 'Sections': [{'Section': '2019'}]}, {'Article': {'Code': 'gab', 'Title': 'Alcoholic Beverages'}, 'Sections': [{'Section': '12-102'}, {'Section': '12-1102.2'}, {'Section': '12-2802'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0886,CH0389,SB0588,Delegate Amprey,[{'Name': 'Delegate Amprey'}],"Authorizing the Board of License Commissioners for Baltimore City to issue a Class C beer, wine, and liquor license in a certain area of the 40th alcoholic beverages district in Baltimore City to the holder of a Class C beer and light wine license under certain circumstances; prohibiting certain license holders in certain areas of the 40th alcoholic beverages district from selling alcoholic beverages at certain times of day; etc.",Baltimore City - 40th District - Alcoholic Beverages,Approved by the Governor - Chapter 389,Economic Matters,,Finance,,2023-02-09,2023-02-20T13:00:00,,2023-03-17,Favorable with Amendments,2023-03-10,Passed with Amendments,2023-03-13,Passed,2023-03-13,,,2023-03-31,Favorable,2023-03-21,Passed,2023-03-23,Passed,Returned Passed,True,False,False,"[{'Code': 'a2', 'Name': 'Alcoholic Beverages - Local Bills'}]","[{'Code': 'alcohobl', 'Name': 'Alcoholic Beverages Licenses'}, {'Code': 'alcohobs', 'Name': 'Alcoholic Beverages - By Subdivision'}, {'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'boundaries', 'Name': 'Boundaries'}, {'Code': 'licenscb', 'Name': 'License Commissioners, Boards of'}]",Regular,T,"[{'Article': {'Code': 'gab', 'Title': 'Alcoholic Beverages'}, 'Sections': [{'Section': '12-102'}, {'Section': '12-1603'}, {'Section': '12-1605'}, {'Section': '12-2005'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0887,CH0426,,St. Mary's County Delegation,"[{'Name': ""St. Mary's County Delegation""}]","Requiring the St. Mary's County Metropolitan Commission to obtain the approval from the Commissioners of St. Mary's County before submitting a loan application where the Commission seeks to incur debt upon the full faith and credit of the county; requiring the Commission to cause studies, plans, and estimates to be made for new facilities in certain portions of the county; requiring any excess revenue made by the Commission in the sale or transfer of certain debt to be exempt from taxation; etc.",St. Mary’s County – Metropolitan Commission – New Facilities,Approved by the Governor - Chapter 426,Environment and Transportation,,Budget and Taxation,,2023-02-09,2023-03-07T13:00:00,,2023-03-17,Favorable,2023-03-09,Passed,2023-03-12,Passed,2023-03-12,2023-03-29T13:00:00,,2023-04-07,Favorable,2023-03-25,Passed,2023-03-26,Passed,Returned Passed,True,False,False,"[{'Code': 'l2', 'Name': 'Counties - Local Laws'}]","[{'Code': 'commitc', 'Name': 'Committees and Commissions -see also- Political Committees'}, {'Code': 'countyc', 'Name': 'County Commissioners'}, {'Code': 'hearings', 'Name': 'Hearings'}, {'Code': 'loans', 'Name': 'Loans -see also- Mortgages'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'publicw', 'Name': 'Public Works'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- Dev Fees &Taxes; specific tax'}, {'Code': 'sanitad', 'Name': 'Sanitary Districts -see also- Wash Sub Sanitary District'}, {'Code': 'sewage', 'Name': 'Sewage'}, {'Code': 'stmaryc', 'Name': ""St. Mary's County""}, {'Code': 'water', 'Name': 'Water'}]",Regular,T,"[{'Article': {'Code': 'l19', 'Title': ""St. Mary's County""}, 'Sections': [{'Section': '113-1'}, {'Section': '113-11G.'}, {'Section': '113-17D.'}, {'Section': '113-19C.'}, {'Section': '113-20'}, {'Section': '113-3C.'}, {'Section': '113-5A.'}, {'Section': '113-6B.'}, {'Section': '113-7C.'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0897,CH0529,SB0826,Delegate Feldmark,"[{'Name': 'Delegate Feldmark'}, {'Name': 'Delegate Palakovich Carr'}, {'Name': 'Delegate Henson'}, {'Name': 'Delegate Ebersole'}]","Altering the application requirements for the homeowners' tax credit to allow homeowners with certain types of income to file an application every 3 years, subject to a certain certification requirement; and applying the Act to all taxable years beginning after June 30, 2023.",Homeowners' Property Tax Credit - Qualified Homeowner - Application and Certification Requirements,Approved by the Governor - Chapter 529,Ways and Means,,Budget and Taxation,,2023-02-09,2023-02-28T13:00:00,,2023-03-15,Favorable with Amendments,2023-03-06,Passed with Amendments,2023-03-08,Passed,2023-03-08,2023-03-28T13:15:00,,2023-04-07,Favorable,2023-03-26,Passed,2023-03-27,Passed,Returned Passed,True,False,False,"[{'Code': 'q1', 'Name': 'Taxes - Property'}]","[{'Code': 'propert', 'Name': 'Property Tax'}, {'Code': 'retires', 'Name': 'Retirement -see also- Mandatory Retirement'}, {'Code': 'socials', 'Name': 'Social Security'}, {'Code': 'taxc', 'Name': 'Tax Credits'}, {'Code': 'time', 'Name': 'Time'}]",Regular,T,"[{'Article': {'Code': 'gtp', 'Title': 'Tax - Property'}, 'Sections': [{'Section': '9-104'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
